Feature1,Feature2,Feature3,Feature4,Feature5,Count_Total,Num_Objects,Avg_Object,Min_Object,Max_Object
57,61,64,65,66,0,0,,,
57,61,64,65,67,0,0,,,
57,61,64,65,68,0,0,,,
57,61,64,65,69,0,0,,,
57,61,64,65,70,0,0,,,
57,61,64,65,72,0,0,,,
57,61,64,66,68,0,0,,,
57,61,64,66,70,0,0,,,
57,61,64,66,71,0,0,,,
57,61,64,66,72,0,0,,,
57,61,64,67,68,0,0,,,
57,61,64,67,70,0,0,,,
57,61,64,67,71,0,0,,,
57,61,64,67,72,0,0,,,
57,61,64,68,69,0,0,,,
57,61,64,68,70,0,0,,,
57,61,64,68,71,0,0,,,
57,61,64,68,72,0,0,,,
57,61,64,69,70,0,0,,,
57,61,64,69,71,0,0,,,
57,61,64,69,72,0,0,,,
57,61,64,70,71,0,0,,,
57,61,64,70,72,0,0,,,
57,61,64,71,72,0,0,,,
57,61,65,66,67,0,0,,,
57,61,65,66,68,0,0,,,
57,61,65,66,69,0,0,,,
57,61,65,66,70,0,0,,,
57,61,65,66,71,0,0,,,
57,61,65,66,72,0,0,,,
57,61,65,67,68,0,0,,,
57,61,65,67,69,0,0,,,
57,61,65,67,70,0,0,,,
57,61,65,67,71,0,0,,,
57,61,65,67,72,0,0,,,
57,61,65,68,69,0,0,,,
57,61,65,68,70,0,0,,,
57,61,65,68,71,0,0,,,
57,61,65,68,72,0,0,,,
57,61,65,69,70,0,0,,,
57,61,65,69,71,0,0,,,
57,61,65,69,72,0,0,,,
57,61,65,70,71,0,0,,,
57,61,65,70,72,0,0,,,
57,61,65,71,72,0,0,,,
57,61,66,67,68,0,0,,,
57,61,66,67,70,0,0,,,
57,61,66,67,71,0,0,,,
57,61,66,67,72,0,0,,,
57,61,66,68,69,0,0,,,
57,61,66,68,70,0,0,,,
57,61,66,68,71,0,0,,,
57,61,66,68,72,0,0,,,
57,61,66,69,70,0,0,,,
57,61,66,69,71,0,0,,,
57,61,66,69,72,0,0,,,
57,61,66,70,71,0,0,,,
57,61,66,70,72,0,0,,,
57,61,66,71,72,0,0,,,
57,61,67,68,69,0,0,,,
57,61,67,68,70,0,0,,,
57,61,67,68,71,0,0,,,
57,61,67,68,72,0,0,,,
57,61,67,69,70,0,0,,,
57,61,67,69,71,0,0,,,
57,61,67,69,72,0,0,,,
57,61,67,70,71,0,0,,,
57,61,67,70,72,0,0,,,
57,61,67,71,72,0,0,,,
57,61,68,69,70,0,0,,,
57,61,68,69,71,0,0,,,
57,61,68,69,72,0,0,,,
57,61,68,70,71,0,0,,,
57,61,68,70,72,0,0,,,
57,61,68,71,72,0,0,,,
57,61,69,70,71,0,0,,,
57,61,69,70,72,0,0,,,
57,61,69,71,72,0,0,,,
57,61,70,71,72,0,0,,,
57,62,63,64,65,0,0,,,
57,62,63,64,66,0,0,,,
57,62,63,64,67,0,0,,,
57,62,63,64,68,0,0,,,
57,62,63,64,69,0,0,,,
57,62,63,64,70,0,0,,,
57,62,63,64,71,0,0,,,
57,62,63,64,72,0,0,,,
57,62,63,65,66,0,0,,,
57,62,63,65,67,0,0,,,
57,62,63,65,68,0,0,,,
57,62,63,65,69,0,0,,,
57,62,63,65,70,0,0,,,
57,62,63,65,71,0,0,,,
57,62,63,65,72,0,0,,,
57,62,63,66,67,0,0,,,
57,62,63,66,68,0,0,,,
57,62,63,66,69,0,0,,,
57,62,63,66,70,0,0,,,
57,62,63,66,71,0,0,,,
57,62,63,66,72,0,0,,,
57,62,63,67,68,0,0,,,
57,62,63,67,70,0,0,,,
57,62,63,67,71,0,0,,,
57,62,63,67,72,0,0,,,
57,62,63,68,69,0,0,,,
57,62,63,68,70,0,0,,,
57,62,63,68,71,0,0,,,
57,62,63,68,72,0,0,,,
57,62,63,69,70,0,0,,,
57,62,63,69,71,0,0,,,
57,62,63,69,72,0,0,,,
57,62,63,70,71,0,0,,,
57,62,63,70,72,0,0,,,
57,62,63,71,72,0,0,,,
57,62,64,65,66,0,0,,,
57,62,64,66,68,0,0,,,
57,62,64,66,70,0,0,,,
57,62,64,66,72,0,0,,,
57,62,64,67,70,0,0,,,
57,62,64,68,69,0,0,,,
57,62,64,69,71,0,0,,,
57,62,64,69,72,0,0,,,
57,62,64,70,71,0,0,,,
57,62,64,70,72,0,0,,,
57,62,65,66,67,0,0,,,
57,62,65,66,68,0,0,,,
57,62,65,66,69,0,0,,,
57,62,65,66,70,0,0,,,
57,62,65,66,71,0,0,,,
57,62,65,66,72,0,0,,,
57,62,65,67,70,0,0,,,
57,62,65,67,71,0,0,,,
57,62,65,67,72,0,0,,,
57,62,65,68,69,0,0,,,
57,62,65,68,70,0,0,,,
57,62,65,68,72,0,0,,,
57,62,65,69,71,0,0,,,
57,62,65,69,72,0,0,,,
57,62,65,70,71,0,0,,,
57,62,65,70,72,0,0,,,
57,62,65,71,72,0,0,,,
57,62,66,67,68,0,0,,,
57,62,66,67,70,0,0,,,
57,62,66,67,72,0,0,,,
57,62,66,68,69,0,0,,,
57,62,66,68,70,0,0,,,
57,62,66,68,71,0,0,,,
57,62,66,68,72,0,0,,,
57,62,66,69,70,0,0,,,
57,62,66,69,71,0,0,,,
57,62,66,69,72,0,0,,,
57,62,66,70,71,0,0,,,
57,62,66,70,72,0,0,,,
57,62,66,71,72,0,0,,,
57,62,67,68,69,0,0,,,
57,62,67,68,70,0,0,,,
57,62,67,69,70,0,0,,,
57,62,67,69,71,0,0,,,
57,62,67,69,72,0,0,,,
57,62,67,70,71,0,0,,,
57,62,67,70,72,0,0,,,
57,62,68,69,70,0,0,,,
57,62,68,69,71,0,0,,,
57,62,68,69,72,0,0,,,
57,62,68,70,71,0,0,,,
57,62,68,70,72,0,0,,,
57,62,69,70,71,0,0,,,
57,62,69,70,72,0,0,,,
57,62,69,71,72,0,0,,,
57,62,70,71,72,0,0,,,
57,63,64,65,66,0,0,,,
57,63,64,65,67,0,0,,,
57,63,64,65,68,0,0,,,
57,63,64,65,69,0,0,,,
57,63,64,65,70,0,0,,,
57,63,64,65,72,0,0,,,
57,63,64,66,67,0,0,,,
57,63,64,66,68,0,0,,,
57,63,64,66,69,0,0,,,
57,63,64,66,70,0,0,,,
57,63,64,66,71,0,0,,,
57,63,64,66,72,0,0,,,
57,63,64,67,68,0,0,,,
57,63,64,67,69,0,0,,,
57,63,64,67,70,0,0,,,
57,63,64,67,71,0,0,,,
57,63,64,67,72,0,0,,,
57,63,64,68,69,0,0,,,
57,63,64,68,70,0,0,,,
57,63,64,68,71,0,0,,,
57,63,64,68,72,0,0,,,
57,63,64,69,70,0,0,,,
57,63,64,69,71,0,0,,,
57,63,64,69,72,0,0,,,
57,63,64,70,71,0,0,,,
57,63,64,70,72,0,0,,,
57,63,64,71,72,0,0,,,
57,63,65,66,67,0,0,,,
57,63,65,66,68,0,0,,,
57,63,65,66,69,0,0,,,
57,63,65,66,70,0,0,,,
57,63,65,66,71,0,0,,,
57,63,65,66,72,0,0,,,
57,63,65,67,68,0,0,,,
57,63,65,67,69,0,0,,,
57,63,65,67,70,0,0,,,
57,63,65,67,71,0,0,,,
57,63,65,67,72,0,0,,,
57,63,65,68,69,0,0,,,
57,63,65,68,70,0,0,,,
57,63,65,68,71,0,0,,,
57,63,65,68,72,0,0,,,
57,63,65,69,70,0,0,,,
57,63,65,69,71,0,0,,,
57,63,65,69,72,0,0,,,
57,63,65,70,71,0,0,,,
57,63,65,70,72,0,0,,,
57,63,65,71,72,0,0,,,
57,63,66,67,68,0,0,,,
57,63,66,67,69,0,0,,,
57,63,66,67,70,0,0,,,
57,63,66,67,71,0,0,,,
57,63,66,67,72,0,0,,,
57,63,66,68,69,0,0,,,
57,63,66,68,70,0,0,,,
57,63,66,68,71,0,0,,,
57,63,66,68,72,0,0,,,
57,63,66,69,70,0,0,,,
57,63,66,69,71,0,0,,,
57,63,66,69,72,0,0,,,
57,63,66,70,71,0,0,,,
57,63,66,70,72,0,0,,,
57,63,66,71,72,0,0,,,
57,63,67,68,69,0,0,,,
57,63,67,68,70,0,0,,,
57,63,67,68,71,0,0,,,
57,63,67,68,72,0,0,,,
57,63,67,69,70,0,0,,,
57,63,67,69,71,0,0,,,
57,63,67,69,72,0,0,,,
57,63,67,70,72,0,0,,,
57,63,67,71,72,0,0,,,
57,63,68,69,70,0,0,,,
57,63,68,69,71,0,0,,,
57,63,68,69,72,0,0,,,
57,63,68,70,71,0,0,,,
57,63,68,70,72,0,0,,,
57,63,68,71,72,0,0,,,
57,63,69,70,71,0,0,,,
57,63,69,70,72,0,0,,,
57,63,69,71,72,0,0,,,
57,63,70,71,72,0,0,,,
57,64,65,66,67,0,0,,,
57,64,65,66,68,0,0,,,
57,64,65,66,69,0,0,,,
57,64,65,66,70,0,0,,,
57,64,65,66,71,0,0,,,
57,64,65,66,72,0,0,,,
57,64,65,67,70,0,0,,,
57,64,65,67,71,0,0,,,
57,64,65,67,72,0,0,,,
57,64,65,68,69,0,0,,,
57,64,65,68,70,0,0,,,
57,64,65,68,72,0,0,,,
57,64,65,69,71,0,0,,,
57,64,65,69,72,0,0,,,
57,64,65,70,71,0,0,,,
57,64,65,70,72,0,0,,,
57,64,65,71,72,0,0,,,
57,64,66,67,68,0,0,,,
57,64,66,67,70,0,0,,,
57,64,66,67,72,0,0,,,
57,64,66,68,69,0,0,,,
57,64,66,68,70,0,0,,,
57,64,66,68,71,0,0,,,
57,64,66,68,72,0,0,,,
57,64,66,69,70,0,0,,,
57,64,66,69,71,0,0,,,
57,64,66,69,72,0,0,,,
57,64,66,70,71,0,0,,,
57,64,66,70,72,0,0,,,
57,64,66,71,72,0,0,,,
57,64,67,68,69,0,0,,,
57,64,67,68,70,0,0,,,
57,64,67,69,70,0,0,,,
57,64,67,69,71,0,0,,,
57,64,67,69,72,0,0,,,
57,64,67,70,71,0,0,,,
57,64,67,70,72,0,0,,,
57,64,68,69,70,0,0,,,
57,64,68,69,71,0,0,,,
57,64,68,69,72,0,0,,,
57,64,68,70,71,0,0,,,
57,64,68,70,72,0,0,,,
57,64,69,70,71,0,0,,,
57,64,69,70,72,0,0,,,
57,64,69,71,72,0,0,,,
57,64,70,71,72,0,0,,,
57,65,66,67,68,0,0,,,
57,65,66,67,69,0,0,,,
57,65,66,67,70,0,0,,,
57,65,66,67,71,0,0,,,
57,65,66,67,72,0,0,,,
57,65,66,68,69,0,0,,,
57,65,66,68,70,0,0,,,
57,65,66,68,71,0,0,,,
57,65,66,68,72,0,0,,,
57,65,66,69,70,0,0,,,
57,65,66,69,71,0,0,,,
57,65,66,69,72,0,0,,,
57,65,66,70,71,0,0,,,
57,65,66,70,72,0,0,,,
57,65,66,71,72,0,0,,,
57,65,67,68,69,0,0,,,
57,65,67,68,70,0,0,,,
57,65,67,68,71,0,0,,,
57,65,67,68,72,0,0,,,
57,65,67,69,70,0,0,,,
57,65,67,69,71,0,0,,,
57,65,67,69,72,0,0,,,
57,65,67,70,71,0,0,,,
57,65,67,70,72,0,0,,,
57,65,67,71,72,0,0,,,
57,65,68,69,70,0,0,,,
57,65,68,69,71,0,0,,,
57,65,68,69,72,0,0,,,
57,65,68,70,71,0,0,,,
57,65,68,70,72,0,0,,,
57,65,68,71,72,0,0,,,
57,65,69,70,71,0,0,,,
57,65,69,70,72,0,0,,,
57,65,69,71,72,0,0,,,
57,65,70,71,72,0,0,,,
57,66,67,68,69,0,0,,,
57,66,67,68,70,0,0,,,
57,66,67,68,71,0,0,,,
57,66,67,68,72,0,0,,,
57,66,67,69,70,0,0,,,
57,66,67,69,71,0,0,,,
57,66,67,69,72,0,0,,,
57,66,67,70,71,0,0,,,
57,66,67,70,72,0,0,,,
57,66,67,71,72,0,0,,,
57,66,68,69,70,0,0,,,
57,66,68,69,71,0,0,,,
57,66,68,69,72,0,0,,,
57,66,68,70,71,0,0,,,
57,66,68,70,72,0,0,,,
57,66,68,71,72,0,0,,,
57,66,69,70,71,0,0,,,
57,66,69,70,72,0,0,,,
57,66,69,71,72,0,0,,,
57,66,70,71,72,0,0,,,
57,67,68,69,70,0,0,,,
57,67,68,69,71,0,0,,,
57,67,68,69,72,0,0,,,
57,67,68,70,71,0,0,,,
57,67,68,70,72,0,0,,,
57,67,69,70,71,0,0,,,
57,67,69,70,72,0,0,,,
57,67,69,71,72,0,0,,,
57,67,70,71,72,0,0,,,
57,68,69,70,71,0,0,,,
57,68,69,70,72,0,0,,,
57,68,69,71,72,0,0,,,
57,68,70,71,72,0,0,,,
57,69,70,71,72,0,0,,,
58,59,60,61,62,0,0,,,
58,59,60,61,63,0,0,,,
58,59,60,61,64,0,0,,,
58,59,60,61,65,0,0,,,
58,59,60,61,66,0,0,,,
58,59,60,61,67,0,0,,,
58,59,60,61,68,0,0,,,
58,59,60,61,69,0,0,,,
58,59,60,61,70,0,0,,,
58,59,60,61,71,0,0,,,
58,59,60,61,72,0,0,,,
58,59,60,62,66,0,0,,,
58,59,60,62,68,0,0,,,
58,59,60,62,70,0,0,,,
58,59,60,62,71,0,0,,,
58,59,60,62,72,0,0,,,
58,59,60,63,64,0,0,,,
58,59,60,63,65,0,0,,,
58,59,60,63,66,0,0,,,
58,59,60,63,68,0,0,,,
58,59,60,63,70,0,0,,,
58,59,60,63,71,0,0,,,
58,59,60,63,72,0,0,,,
58,59,60,64,65,0,0,,,
58,59,60,64,66,0,0,,,
58,59,60,64,68,0,0,,,
58,59,60,64,69,0,0,,,
58,59,60,64,71,0,0,,,
58,59,60,64,72,0,0,,,
58,59,60,65,66,0,0,,,
58,59,60,65,68,0,0,,,
58,59,60,65,69,0,0,,,
58,59,60,65,70,0,0,,,
58,59,60,65,71,0,0,,,
58,59,60,65,72,0,0,,,
58,59,60,66,67,0,0,,,
58,59,60,66,68,0,0,,,
58,59,60,66,69,0,0,,,
58,59,60,66,70,0,0,,,
58,59,60,66,71,0,0,,,
58,59,60,66,72,0,0,,,
58,59,60,67,68,0,0,,,
58,59,60,67,71,0,0,,,
58,59,60,67,72,0,0,,,
58,59,60,68,69,0,0,,,
58,59,60,68,70,0,0,,,
58,59,60,68,71,0,0,,,
58,59,60,68,72,0,0,,,
58,59,60,69,70,0,0,,,
58,59,60,69,71,0,0,,,
58,59,60,69,72,0,0,,,
58,59,60,70,71,0,0,,,
58,59,60,70,72,0,0,,,
58,59,60,71,72,0,0,,,
58,59,61,62,63,0,0,,,
58,59,61,62,64,0,0,,,
58,59,61,62,65,0,0,,,
58,59,61,62,66,0,0,,,
58,59,61,62,67,0,0,,,
58,59,61,62,68,0,0,,,
58,59,61,62,69,0,0,,,
58,59,61,62,70,0,0,,,
58,59,61,62,71,0,0,,,
58,59,61,62,72,0,0,,,
58,59,61,63,64,0,0,,,
58,59,61,63,65,0,0,,,
58,59,61,63,66,0,0,,,
58,59,61,63,67,0,0,,,
58,59,61,63,68,0,0,,,
58,59,61,63,69,0,0,,,
58,59,61,63,70,0,0,,,
58,59,61,63,71,0,0,,,
58,59,61,63,72,0,0,,,
58,59,61,64,65,0,0,,,
58,59,61,64,66,0,0,,,
58,59,61,64,67,0,0,,,
58,59,61,64,68,0,0,,,
58,59,61,64,69,0,0,,,
58,59,61,64,70,0,0,,,
58,59,61,64,71,0,0,,,
58,59,61,64,72,0,0,,,
58,59,61,65,66,0,0,,,
58,59,61,65,67,0,0,,,
58,59,61,65,68,0,0,,,
58,59,61,65,69,0,0,,,
58,59,61,65,70,0,0,,,
58,59,61,65,71,0,0,,,
58,59,61,65,72,0,0,,,
58,59,61,66,67,0,0,,,
58,59,61,66,68,0,0,,,
58,59,61,66,69,0,0,,,
58,59,61,66,70,0,0,,,
58,59,61,66,71,0,0,,,
58,59,61,66,72,0,0,,,
58,59,61,67,68,0,0,,,
58,59,61,67,69,0,0,,,
58,59,61,67,70,0,0,,,
58,59,61,67,71,0,0,,,
58,59,61,67,72,0,0,,,
58,59,61,68,69,0,0,,,
58,59,61,68,70,0,0,,,
58,59,61,68,71,0,0,,,
58,59,61,68,72,0,0,,,
58,59,61,69,70,0,0,,,
58,59,61,69,71,0,0,,,
58,59,61,69,72,0,0,,,
58,59,61,70,71,0,0,,,
58,59,61,70,72,0,0,,,
58,59,61,71,72,0,0,,,
58,59,62,63,64,0,0,,,
58,59,62,63,65,0,0,,,
58,59,62,63,66,0,0,,,
58,59,62,63,68,0,0,,,
58,59,62,63,70,0,0,,,
58,59,62,63,71,0,0,,,
58,59,62,63,72,0,0,,,
58,59,62,64,65,0,0,,,
58,59,62,64,66,0,0,,,
58,59,62,64,68,0,0,,,
58,59,62,64,69,0,0,,,
58,59,62,64,70,0,0,,,
58,59,62,64,71,0,0,,,
58,59,62,64,72,0,0,,,
58,59,62,65,66,0,0,,,
58,59,62,65,68,0,0,,,
58,59,62,65,69,0,0,,,
58,59,62,65,70,0,0,,,
58,59,62,65,71,0,0,,,
58,59,62,65,72,0,0,,,
58,59,62,66,67,0,0,,,
58,59,62,66,68,0,0,,,
58,59,62,66,69,0,0,,,
58,59,62,66,70,0,0,,,
58,59,62,66,71,0,0,,,
58,59,62,66,72,0,0,,,
58,59,62,67,68,0,0,,,
58,59,62,67,70,0,0,,,
58,59,62,67,71,0,0,,,
58,59,62,67,72,0,0,,,
58,59,62,68,69,0,0,,,
58,59,62,68,70,0,0,,,
58,59,62,68,71,0,0,,,
58,59,62,68,72,0,0,,,
58,59,62,69,70,0,0,,,
58,59,62,69,71,0,0,,,
58,59,62,69,72,0,0,,,
58,59,62,70,71,0,0,,,
58,59,62,70,72,0,0,,,
58,59,62,71,72,0,0,,,
58,59,63,64,65,0,0,,,
58,59,63,64,66,0,0,,,
58,59,63,64,67,0,0,,,
58,59,63,64,68,0,0,,,
58,59,63,64,69,0,0,,,
58,59,63,64,70,0,0,,,
58,59,63,64,71,0,0,,,
58,59,63,64,72,0,0,,,
58,59,63,65,66,0,0,,,
58,59,63,65,67,0,0,,,
58,59,63,65,68,0,0,,,
58,59,63,65,69,0,0,,,
58,59,63,65,70,0,0,,,
58,59,63,65,71,0,0,,,
58,59,63,65,72,0,0,,,
58,59,63,66,67,0,0,,,
58,59,63,66,68,0,0,,,
58,59,63,66,69,0,0,,,
58,59,63,66,70,0,0,,,
58,59,63,66,71,0,0,,,
58,59,63,66,72,0,0,,,
58,59,63,67,68,0,0,,,
58,59,63,67,70,0,0,,,
58,59,63,67,71,0,0,,,
58,59,63,67,72,0,0,,,
58,59,63,68,69,0,0,,,
58,59,63,68,70,0,0,,,
58,59,63,68,71,0,0,,,
58,59,63,68,72,0,0,,,
58,59,63,69,70,0,0,,,
58,59,63,69,71,0,0,,,
58,59,63,69,72,0,0,,,
58,59,63,70,71,0,0,,,
58,59,63,70,72,0,0,,,
58,59,63,71,72,0,0,,,
58,59,64,65,66,0,0,,,
58,59,64,65,67,0,0,,,
58,59,64,65,68,0,0,,,
58,59,64,65,69,0,0,,,
58,59,64,65,70,0,0,,,
58,59,64,65,71,0,0,,,
58,59,64,65,72,0,0,,,
58,59,64,66,67,0,0,,,
58,59,64,66,68,0,0,,,
58,59,64,66,69,0,0,,,
58,59,64,66,70,0,0,,,
58,59,64,66,71,0,0,,,
58,59,64,66,72,0,0,,,
58,59,64,67,68,0,0,,,
58,59,64,67,69,0,0,,,
58,59,64,67,71,0,0,,,
58,59,64,67,72,0,0,,,
58,59,64,68,69,0,0,,,
58,59,64,68,70,0,0,,,
58,59,64,68,71,0,0,,,
58,59,64,68,72,0,0,,,
58,59,64,69,70,0,0,,,
58,59,64,69,71,0,0,,,
58,59,64,69,72,0,0,,,
58,59,64,70,71,0,0,,,
58,59,64,70,72,0,0,,,
58,59,64,71,72,0,0,,,
58,59,65,66,67,0,0,,,
58,59,65,66,68,0,0,,,
58,59,65,66,69,0,0,,,
58,59,65,66,70,0,0,,,
58,59,65,66,71,0,0,,,
58,59,65,66,72,0,0,,,
58,59,65,67,68,0,0,,,
58,59,65,67,69,0,0,,,
58,59,65,67,70,0,0,,,
58,59,65,67,71,0,0,,,
58,59,65,67,72,0,0,,,
58,59,65,68,69,0,0,,,
58,59,65,68,70,0,0,,,
58,59,65,68,71,0,0,,,
58,59,65,68,72,0,0,,,
58,59,65,69,70,0,0,,,
58,59,65,69,71,0,0,,,
58,59,65,69,72,0,0,,,
58,59,65,70,71,0,0,,,
58,59,65,70,72,0,0,,,
58,59,65,71,72,0,0,,,
58,59,66,67,68,0,0,,,
58,59,66,67,69,0,0,,,
58,59,66,67,70,0,0,,,
58,59,66,67,71,0,0,,,
58,59,66,67,72,0,0,,,
58,59,66,68,69,0,0,,,
58,59,66,68,70,0,0,,,
58,59,66,68,71,0,0,,,
58,59,66,68,72,0,0,,,
58,59,66,69,70,0,0,,,
58,59,66,69,71,0,0,,,
58,59,66,69,72,0,0,,,
58,59,66,70,71,0,0,,,
58,59,66,70,72,0,0,,,
58,59,66,71,72,0,0,,,
58,59,67,68,69,0,0,,,
58,59,67,68,70,0,0,,,
58,59,67,68,71,0,0,,,
58,59,67,68,72,0,0,,,
58,59,67,69,70,0,0,,,
58,59,67,69,71,0,0,,,
58,59,67,69,72,0,0,,,
58,59,67,70,71,0,0,,,
58,59,67,70,72,0,0,,,
58,59,67,71,72,0,0,,,
58,59,68,69,70,0,0,,,
58,59,68,69,71,0,0,,,
58,59,68,69,72,0,0,,,
58,59,68,70,71,0,0,,,
58,59,68,70,72,0,0,,,
58,59,68,71,72,0,0,,,
58,59,69,70,71,0,0,,,
58,59,69,70,72,0,0,,,
58,59,69,71,72,0,0,,,
58,59,70,71,72,0,0,,,
58,60,61,62,65,0,0,,,
58,60,61,62,66,0,0,,,
58,60,61,62,67,0,0,,,
58,60,61,62,69,0,0,,,
58,60,61,62,70,0,0,,,
58,60,61,62,71,0,0,,,
58,60,61,62,72,0,0,,,
58,60,61,63,66,0,0,,,
58,60,61,63,67,0,0,,,
58,60,61,63,68,0,0,,,
58,60,61,63,69,0,0,,,
58,60,61,63,70,0,0,,,
58,60,61,63,72,0,0,,,
58,60,61,64,66,0,0,,,
58,60,61,64,67,0,0,,,
58,60,61,64,69,0,0,,,
58,60,61,64,70,0,0,,,
58,60,61,64,72,0,0,,,
58,60,61,65,66,0,0,,,
58,60,61,65,67,0,0,,,
58,60,61,65,68,0,0,,,
58,60,61,65,69,0,0,,,
58,60,61,65,70,0,0,,,
58,60,61,65,72,0,0,,,
58,60,61,66,67,0,0,,,
58,60,61,66,68,0,0,,,
58,60,61,66,69,0,0,,,
58,60,61,66,70,0,0,,,
58,60,61,66,71,0,0,,,
58,60,61,66,72,0,0,,,
58,60,61,67,68,0,0,,,
58,60,61,67,69,0,0,,,
58,60,61,67,70,0,0,,,
58,60,61,67,71,0,0,,,
58,60,61,67,72,0,0,,,
58,60,61,68,69,0,0,,,
58,60,61,68,70,0,0,,,
58,60,61,68,71,0,0,,,
58,60,61,68,72,0,0,,,
58,60,61,69,70,0,0,,,
58,60,61,69,71,0,0,,,
58,60,61,69,72,0,0,,,
58,60,61,70,71,0,0,,,
58,60,61,70,72,0,0,,,
58,60,61,71,72,0,0,,,
58,60,62,63,66,0,0,,,
58,60,62,63,68,0,0,,,
58,60,62,63,70,0,0,,,
58,60,62,65,66,0,0,,,
58,60,62,66,68,0,0,,,
58,60,62,66,70,0,0,,,
58,60,62,66,71,0,0,,,
58,60,63,64,66,0,0,,,
58,60,63,64,70,0,0,,,
58,60,63,64,72,0,0,,,
58,60,63,65,66,0,0,,,
58,60,63,65,67,0,0,,,
58,60,63,65,68,0,0,,,
58,60,63,65,69,0,0,,,
58,60,63,65,70,0,0,,,
58,60,63,65,72,0,0,,,
58,60,63,66,67,0,0,,,
58,60,63,66,68,0,0,,,
58,60,63,66,69,0,0,,,
58,60,63,66,70,0,0,,,
58,60,63,66,71,0,0,,,
58,60,63,66,72,0,0,,,
58,60,63,68,70,0,0,,,
58,60,63,68,71,0,0,,,
58,60,63,68,72,0,0,,,
58,60,63,69,70,0,0,,,
58,60,63,69,71,0,0,,,
58,60,63,69,72,0,0,,,
58,60,63,70,72,0,0,,,
58,60,63,71,72,0,0,,,
58,60,64,65,66,0,0,,,
58,60,64,66,68,0,0,,,
58,60,64,66,70,0,0,,,
58,60,64,66,71,0,0,,,
58,60,65,66,67,0,0,,,
58,60,65,66,68,0,0,,,
58,60,65,66,69,0,0,,,
58,60,65,66,70,0,0,,,
58,60,65,66,71,0,0,,,
58,60,65,66,72,0,0,,,
58,60,65,68,69,0,0,,,
58,60,65,68,72,0,0,,,
58,60,65,69,70,0,0,,,
58,60,65,70,72,0,0,,,
58,60,65,71,72,0,0,,,
58,60,66,67,68,0,0,,,
58,60,66,67,69,0,0,,,
58,60,66,67,70,0,0,,,
58,60,66,67,71,0,0,,,
58,60,66,68,69,0,0,,,
58,60,66,68,70,0,0,,,
58,60,66,68,71,0,0,,,
58,60,66,68,72,0,0,,,
58,60,66,69,70,0,0,,,
58,60,66,69,71,0,0,,,
58,60,66,69,72,0,0,,,
58,60,66,70,71,0,0,,,
58,60,66,70,72,0,0,,,
58,60,66,71,72,0,0,,,
58,60,67,68,70,0,0,,,
58,60,67,69,70,0,0,,,
58,60,67,70,72,0,0,,,
58,60,68,69,70,0,0,,,
58,60,68,69,71,0,0,,,
58,60,68,69,72,0,0,,,
58,60,68,70,71,0,0,,,
58,60,68,70,72,0,0,,,
58,60,69,70,71,0,0,,,
58,60,69,70,72,0,0,,,
58,60,69,71,72,0,0,,,
58,60,70,71,72,0,0,,,
58,61,62,63,65,0,0,,,
58,61,62,63,66,0,0,,,
58,61,62,63,68,0,0,,,
58,61,62,63,69,0,0,,,
58,61,62,63,70,0,0,,,
58,61,62,63,71,0,0,,,
58,61,62,63,72,0,0,,,
58,61,62,64,65,0,0,,,
58,61,62,64,66,0,0,,,
58,61,62,64,67,0,0,,,
58,61,62,64,69,0,0,,,
58,61,62,64,70,0,0,,,
58,61,62,64,71,0,0,,,
58,61,62,65,66,0,0,,,
58,61,62,65,67,0,0,,,
58,61,62,65,68,0,0,,,
58,61,62,65,69,0,0,,,
58,61,62,65,70,0,0,,,
58,61,62,65,71,0,0,,,
58,61,62,65,72,0,0,,,
58,61,62,66,67,0,0,,,
58,61,62,66,68,0,0,,,
58,61,62,66,69,0,0,,,
58,61,62,66,70,0,0,,,
58,61,62,66,71,0,0,,,
58,61,62,66,72,0,0,,,
58,61,62,67,68,0,0,,,
58,61,62,67,69,0,0,,,
58,61,62,67,70,0,0,,,
58,61,62,67,71,0,0,,,
58,61,62,67,72,0,0,,,
58,61,62,68,69,0,0,,,
58,61,62,68,70,0,0,,,
58,61,62,68,71,0,0,,,
58,61,62,68,72,0,0,,,
58,61,62,69,70,0,0,,,
58,61,62,69,71,0,0,,,
58,61,62,69,72,0,0,,,
58,61,62,70,71,0,0,,,
58,61,62,70,72,0,0,,,
58,61,62,71,72,0,0,,,
58,61,63,64,66,0,0,,,
58,61,63,64,67,0,0,,,
58,61,63,64,68,0,0,,,
58,61,63,64,69,0,0,,,
58,61,63,64,70,0,0,,,
58,61,63,64,72,0,0,,,
58,61,63,65,66,0,0,,,
58,61,63,65,67,0,0,,,
58,61,63,65,68,0,0,,,
58,61,63,65,69,0,0,,,
58,61,63,65,70,0,0,,,
58,61,63,65,72,0,0,,,
58,61,63,66,67,0,0,,,
58,61,63,66,68,0,0,,,
58,61,63,66,69,0,0,,,
58,61,63,66,70,0,0,,,
58,61,63,66,71,0,0,,,
58,61,63,66,72,0,0,,,
58,61,63,67,68,0,0,,,
58,61,63,67,69,0,0,,,
58,61,63,67,70,0,0,,,
58,61,63,67,71,0,0,,,
58,61,63,67,72,0,0,,,
58,61,63,68,69,0,0,,,
58,61,63,68,70,0,0,,,
58,61,63,68,71,0,0,,,
58,61,63,68,72,0,0,,,
58,61,63,69,70,0,0,,,
58,61,63,69,71,0,0,,,
