year;ric;effect
2006;WNWG.PK;negative
2007;WNWG.PK;negative
2007;WNWG.PK;negative
2008;WNWG.PK;negative
2007;WNWG.PK;negative
2008;WNWG.PK;negative
2010;WNWG.PK;negative
2016;BIIO.PK;negative
2017;BIIO.PK;negative
1997;ATMS.PK;negative
1998;ATMS.PK;negative
1999;ATMS.PK;negative
2000;ATMS.PK;negative
2001;ATMS.PK;negative
2003;CGCO.PK;negative
2004;CGCO.PK;negative
1999;CGCO.PK;negative
2000;CGCO.PK;negative
2001;CGCO.PK;negative
2004;CGCO.PK;negative
2005;CGCO.PK;negative
2006;CGCO.PK;negative
2007;CGCO.PK;negative
2012;RTON.PK;negative
2013;RTON.PK;negative
2008;WTRO.PK;negative
2004;ARVY.PK;negative
2008;ARVY.PK;negative
2005;DECN.PK;negative
2004;DECN.PK;negative
2002;DECN.PK;negative
2005;DECN.PK;negative
2010;DECN.PK;negative
2010;DECN.PK;negative
2011;SOAN.PK;negative
2012;SOAN.PK;negative
1999;CHAG.PK;negative
1999;CHAG.PK;negative
2004;PVRS.PK;negative
2005;PVRS.PK;negative
2007;PVRS.PK;negative
2013;BCCI.PK;negative
2015;SBSAA.PK;negative
1999;PRLE.PK;negative
2010;PRLE.PK;negative
2010;PRLE.PK;negative
2011;PRLE.PK;negative
2016;PRLE.PK;negative
2017;PRLE.PK;negative
2018;PRLE.PK;negative
2009;CLCN.PK;negative
2010;CLCN.PK;negative
2013;CLCN.PK;negative
2014;CLCN.PK;negative
2014;CLCN.PK;negative
2011;CRCL.PK;negative
2013;CRCL.PK;negative
2014;CRCL.PK;negative
2006;BFTI.PK;negative
2008;BFTI.PK;negative
2009;BFTI.PK;negative
2010;BFTI.PK;negative
2011;BFTI.PK;negative
2011;VRCI.PK;negative
2012;VRCI.PK;negative
2008;STLT.PK;negative
2014;STLT.PK;negative
2015;STLT.PK;negative
2002;DHCP.K;negative
2003;DHCP.K;negative
2004;DHCP.K;negative
2011;DHCP.K;negative
2012;DHCP.K;negative
2002;DHCP.K;negative
2003;DHCP.K;negative
2011;DHCP.K;negative
2012;DHCP.K;negative
2013;DHCP.K;negative
2012;DHCP.K;negative
2014;DHCP.K;negative
2015;DHCP.K;negative
2016;DHCP.K;negative
2016;DHCP.K;negative
2017;DHCP.K;negative
2017;DHCP.K;negative
2010;MNGG.PK;negative
2011;MNGG.PK;negative
2005;DBRM.PK;negative
2006;DBRM.PK;negative
2007;DBRM.PK;negative
2008;DBRM.PK;negative
2007;UVSE.PK;negative
2004;OGNG.PK;negative
2004;OGNG.PK;negative
2003;FCGD.PK;negative
2004;FCGD.PK;negative
2003;GERS.PK;negative
2004;GERS.PK;negative
2002;GERS.PK;negative
2007;GERS.PK;negative
2008;GERS.PK;negative
2008;GERS.PK;negative
2009;GERS.PK;negative
2011;GERS.PK;negative
2012;GERS.PK;negative
2015;GERS.PK;negative
2014;GERS.PK;negative
2015;GERS.PK;negative
2002;NFSE.PK;negative
2003;NFSE.PK;negative
2005;NFSE.PK;negative
2000;NFSE.PK;negative
2001;NFSE.PK;negative
2014;NAFS.PK;negative
2015;NAFS.PK;negative
2008;GGWY.PK;negative
2010;GGWY.PK;negative
2011;GGWY.PK;negative
2010;GGWY.PK;negative
2004;IMTS.PK;negative
2004;IMTS.PK;negative
2005;IMTS.PK;negative
2010;GRLT.PK;negative
2011;GRLT.PK;negative
2016;TWER.PK;negative
2017;TWER.PK;negative
2014;VAPE.PK;negative
2015;VAPE.PK;negative
2016;VAPE.PK;negative
2017;VAPE.PK;negative
2017;OZSC.PK;negative
2007;TRBX.PK;negative
2003;TRBX.PK;negative
2004;TRBX.PK;negative
2006;TRBX.PK;negative
2007;TRBX.PK;negative
2016;OTTV.PK;negative
2017;OTTV.PK;negative
2007;ILNS.PK;negative
2010;ILNS.PK;negative
2011;ILNS.PK;negative
2007;NEIK.PK;negative
2007;EVTN.PK;negative
2011;EVTN.PK;negative
2011;EVTN.PK;negative
2006;ENVS.PK;negative
2013;ENVS.PK;negative
2005;SVSO.PK;negative
2006;SVSO.PK;negative
2003;UNVC.PK;negative
2004;UNVC.PK;negative
2003;UNVC.PK;negative
2003;UNVC.PK;negative
2003;UNVC.PK;negative
2005;MHLG.PK;negative
2004;PCMC.PK;negative
2004;PCMC.PK;negative
2005;PCMC.PK;negative
2013;CRWG.PK;negative
2014;CRWG.PK;negative
2006;TEAR.PK;negative
2007;TEAR.PK;negative
2008;TEAR.PK;negative
2003;MLHC.PK;negative
2004;MLHC.PK;negative
2004;BRTE.PK;negative
2005;BRTE.PK;negative
2006;BRTE.PK;negative
1999;BRTE.PK;negative
2002;NIHK.PK;negative
2007;NIHK.PK;negative
2008;NIHK.PK;negative
2012;FULO.PK;negative
2007;VVIT.PK;negative
2008;VVIT.PK;negative
2004;SGLN.PK;negative
2005;SGLN.PK;negative
2007;SGLN.PK;negative
2008;SGLN.PK;negative
2009;SGLN.PK;negative
2009;SGLN.PK;negative
2011;SGLN.PK;negative
2001;TXTM.PK;negative
2002;TXTM.PK;negative
2006;TXTM.PK;negative
2007;TXTM.PK;negative
2007;TXTM.PK;negative
2008;TXTM.PK;negative
2008;CGIP.PK;negative
2009;CGIP.PK;negative
2010;CGIP.PK;negative
2011;CGIP.PK;negative
2008;CGIP.PK;negative
2009;CGIP.PK;negative
2009;CGIP.PK;negative
2010;CGIP.PK;negative
2013;CGIP.PK;negative
2014;CGIP.PK;negative
2015;CGIP.PK;negative
2016;CGIP.PK;negative
1995;MCAP.PK;negative
1996;MCAP.PK;negative
1997;MCAP.PK;negative
1998;MCAP.PK;negative
1999;MCAP.PK;negative
2003;BLLI.PK;negative
2004;BLLI.PK;negative
2005;BLLI.PK;negative
2015;IDVV.PK;negative
2016;IDVV.PK;negative
2016;IDVV.PK;negative
2003;MBDE.PK;negative
2004;MBDE.PK;negative
2005;MBDE.PK;negative
2013;MBDE.PK;negative
2011;TXGE.PK;negative
2012;TXGE.PK;negative
2006;MDWK.PK;negative
2008;MDWK.PK;negative
2010;TRGM.PK;negative
2009;TRGM.PK;negative
2010;TRGM.PK;negative
2011;TRGM.PK;negative
2010;TRGM.PK;negative
2011;TRGM.PK;negative
2003;PSID.PK;negative
2004;PSID.PK;negative
2008;PSID.PK;negative
2010;CYPW.PK;negative
2011;CYPW.PK;negative
2005;USBL.PK;negative
2012;USBL.PK;negative
2010;FWDG.PK;negative
2011;FWDG.PK;negative
2012;FWDG.PK;negative
2013;FWDG.PK;negative
2014;RYMM.PK;negative
2015;RYMM.PK;negative
1999;AMNC.PK;negative
2000;AMNC.PK;negative
2010;AMNC.PK;negative
2012;AMNC.PK;negative
2011;TSMI.PK;negative
2012;TSMI.PK;negative
2011;TSMI.PK;negative
2012;TSMI.PK;negative
2007;TSMI.PK;negative
2008;TSMI.PK;negative
2012;TSMI.PK;negative
2005;FHAI.PK;negative
2006;FHAI.PK;negative
2003;MCET.PK;negative
2004;MCET.PK;negative
2005;MCET.PK;negative
2005;MCET.PK;negative
2006;MCET.PK;negative
2004;SCIE.PK;negative
2005;SCIE.PK;negative
2006;SCIE.PK;negative
2014;CTBO.PK;negative
2015;CTBO.PK;negative
2004;TXHG.PK;negative
2005;TXHG.PK;negative
2004;FCCG.PK;negative
2005;FCCG.PK;negative
2015;ESSI.PK;negative
2016;ESSI.PK;negative
2018;DCAC.PK;negative
2019;DCAC.PK;negative
2005;SPMI.PK;negative
2006;SPMI.PK;negative
2003;SPMI.PK;negative
2011;PTAM.PK;negative
2012;PTAM.PK;negative
2012;PTAM.PK;negative
2010;TREP.PK;negative
2016;SIML.PK;negative
2002;DBMM.PK;negative
2003;DBMM.PK;negative
2004;GDET.PK;negative
2004;MMIO.PK;negative
2002;CTON.PK;negative
2003;CTON.PK;negative
2011;BGFT.PK;negative
2012;BGFT.PK;negative
2002;AMRA.PK;negative
2016;GBBT.PK;negative
2005;XCOOQ.PK;negative
2015;XCOOQ.PK;negative
2016;XCOOQ.PK;negative
2004;EVSV.PK;negative
2005;EVSV.PK;negative
2006;EVSV.PK;negative
2010;OPHI.PK;negative
2011;OPHI.PK;negative
2009;FNBCQ.PK;negative
2010;FNBCQ.PK;negative
2011;FNBCQ.PK;negative
2011;FNBCQ.PK;negative
2012;FNBCQ.PK;negative
2013;FNBCQ.PK;negative
2014;FNBCQ.PK;negative
2015;FNBCQ.PK;negative
2015;FNBCQ.PK;negative
2016;FNBCQ.PK;negative
2013;VOIS.PK;negative
2013;VOIS.PK;negative
2014;VOIS.PK;negative
2003;DCLT.PK;negative
2004;DCLT.PK;negative
2005;DCLT.PK;negative
2016;DCLT.PK;negative
2017;DCLT.PK;negative
2007;NYXO.PK;negative
2008;NYXO.PK;negative
2003;SIGN.PK;negative
2004;SIGN.PK;negative
2005;SIGN.PK;negative
2013;ABWND.PK;negative
2014;ABWND.PK;negative
2015;ABWND.PK;negative
2007;SMRL.PK;negative
2000;PRZM.PK;negative
2006;WHCA.PK;negative
2007;WHCA.PK;negative
2001;TVTV.PK;negative
2007;TVTV.PK;negative
2008;TVTV.PK;negative
2002;GTHR.PK;negative
2002;GTHR.PK;negative
2005;GTHR.PK;negative
2003;GTHR.PK;negative
2000;GTHR.PK;negative
2005;GTHR.PK;negative
2006;GTHR.PK;negative
2011;GTHR.PK;negative
2005;CNCN.PK;negative
2006;CNCN.PK;negative
2006;CNCN.PK;negative
2010;IROG.PK;negative
2011;IROG.PK;negative
2006;TRKK.PK;negative
2014;TRKK.PK;negative
2017;CDIX.PK;negative
2017;CDIX.PK;negative
2014;ATRM.PK;negative
2013;LCLP.PK;negative
2014;LCLP.PK;negative
2013;LCLP.PK;negative
2014;LCLP.PK;negative
2015;LCLP.PK;negative
2002;GSVI.PK;negative
2004;CVAS.PK;negative
2005;CVAS.PK;negative
2010;NGMC.PK;negative
2011;NGMC.PK;negative
2010;INHC.PK;negative
2000;TMED.PK;negative
2001;TMED.PK;negative
2000;TMED.PK;negative
2001;TMED.PK;negative
2001;TMED.PK;negative
2002;TMED.PK;negative
2014;TMED.PK;negative
2007;BFCH.PK;negative
2003;CYIO.PK;negative
2004;CYIO.PK;negative
2010;VIZC.PK;negative
2011;VIZC.PK;negative
2012;VIZC.PK;negative
2013;EXCC.PK;negative
2012;VISM.PK;negative
2013;VISM.PK;negative
2011;EWSI.PK;negative
2011;EWSI.PK;negative
2013;EWSI.PK;negative
2013;EWSI.PK;negative
2008;PDPR.PK;negative
2005;PDPR.PK;negative
2005;PDPR.PK;negative
2005;PDPR.PK;negative
2006;PDPR.PK;negative
2014;FPTA.PK;negative
2015;FPTA.PK;negative
2007;BVTK.PK;negative
2008;BVTK.PK;negative
2015;BVTK.PK;negative
2007;BVTK.PK;negative
2008;BVTK.PK;negative
2018;BVTK.PK;negative
2018;BVTK.PK;negative
2004;ARBU.PK;negative
2005;ARBU.PK;negative
2004;XNNHQ.PK;negative
2005;XNNHQ.PK;negative
2014;ACRL.PK;negative
2016;ACRL.PK;negative
2012;SNWR.PK;negative
2010;SNWR.PK;negative
2011;SNWR.PK;negative
2013;SNWR.PK;negative
2009;OTED.PK;negative
2006;VNUE.PK;negative
2009;VNUE.PK;negative
2010;VNUE.PK;negative
2016;VNUE.PK;negative
2002;MEDD.PK;negative
2003;MEDD.PK;negative
2004;MEDD.PK;negative
2005;MEDD.PK;negative
2011;MEDD.PK;negative
2002;GRNL.PK;negative
2003;GRNL.PK;negative
2004;GRNL.PK;negative
2003;DWIS.PK;negative
2004;DWIS.PK;negative
2013;ERINQ.PK;negative
2014;ERINQ.PK;negative
2005;AURI.PK;negative
2010;ICNN.PK;negative
2011;QTXB.PK;negative
2014;BLPG.PK;negative
2015;NMED.PK;negative
2016;NMED.PK;negative
2011;HYII.PK;negative
2009;MPO;negative
2010;MPO;negative
2011;MPO;negative
2012;MPO;negative
2012;MPO;negative
2013;MPO;negative
2014;MPO;negative
2004;PCFO.PK;negative
2008;PCFO.PK;negative
2009;PCFO.PK;negative
1998;CCTR.PK;negative
1999;CCTR.PK;negative
2005;CCTR.PK;negative
2006;CCTR.PK;negative
2017;ETFM.PK;negative
2005;CAFI.PK;negative
2006;CAFI.PK;negative
2007;CAFI.PK;negative
2007;CAFI.PK;negative
2008;CAFI.PK;negative
2009;CAFI.PK;negative
2011;SKVI.PK;negative
2012;SKVI.PK;negative
2014;BLKG.PK;negative
2015;BLKG.PK;negative
2013;STTH.PK;negative
2012;STTH.PK;negative
2014;STTH.PK;negative
2017;STTH.PK;negative
2011;ENPT.PK;negative
2012;ENPT.PK;negative
2003;NMSCA.PK;negative
2004;NMSCA.PK;negative
2005;NMSCA.PK;negative
2007;NMSCA.PK;negative
2008;NMSCA.PK;negative
2002;MWWC.PK;negative
2003;MWWC.PK;negative
2005;MWWC.PK;negative
2007;MWWC.PK;negative
2008;MWWC.PK;negative
2012;ICLD.PK;negative
2015;ICLD.PK;negative
2016;ICLD.PK;negative
2018;ICLD.PK;negative
2016;ELTZ.PK;negative
2017;ELTZ.PK;negative
2009;DLYT.PK;negative
2010;DLYT.PK;negative
2019;DLYT.PK;negative
2005;SFIN.PK;negative
2018;RETC.PK;negative
2010;BNXR.PK;negative
2011;BNXR.PK;negative
2004;BNXR.PK;negative
2005;BNXR.PK;negative
2005;BNXR.PK;negative
2006;BNXR.PK;negative
2010;NXT.V;negative
2009;VNTH.PK;negative
2010;VNTH.PK;negative
2000;CLHI.PK;negative
2001;CLHI.PK;negative
2002;CLHI.PK;negative
2003;CLHI.PK;negative
2004;CLHI.PK;negative
1999;CLHI.PK;negative
2000;CLHI.PK;negative
2001;CLHI.PK;negative
2005;ZVTK.PK;negative
2006;ZVTK.PK;negative
2004;JUNP.PK;negative
2005;JUNP.PK;negative
2006;JUNP.PK;negative
2010;JUNP.PK;negative
2005;FMBV.PK;negative
1983;TXMC.PK;negative
1984;TXMC.PK;negative
1985;TXMC.PK;negative
1986;TXMC.PK;negative
1987;TXMC.PK;negative
1988;TXMC.PK;negative
1989;TXMC.PK;negative
1990;TXMC.PK;negative
1991;TXMC.PK;negative
1992;TXMC.PK;negative
1993;TXMC.PK;negative
1994;TXMC.PK;negative
1995;TXMC.PK;negative
1996;TXMC.PK;negative
1997;TXMC.PK;negative
1998;TXMC.PK;negative
1999;TXMC.PK;negative
2000;TXMC.PK;negative
2001;TXMC.PK;negative
2002;TXMC.PK;negative
2003;TXMC.PK;negative
2004;TXMC.PK;negative
2005;TXMC.PK;negative
2006;TXMC.PK;negative
2007;TXMC.PK;negative
2008;TXMC.PK;negative
2009;TXMC.PK;negative
2008;TXMC.PK;negative
2009;TXMC.PK;negative
1994;MRPI.PK;negative
1995;MRPI.PK;negative
1998;MRPI.PK;negative
1999;MRPI.PK;negative
2008;MRPI.PK;negative
2009;MRPI.PK;negative
2005;AFPW.PK;negative
2013;AFPW.PK;negative
2008;ESPIQ.PK;negative
2009;ESPIQ.PK;negative
2004;EMDF.PK;negative
2017;INQD.PK;negative
2015;LOGG.PK;negative
2007;MIHI.PK;negative
2008;MIHI.PK;negative
2012;MIHI.PK;negative
2013;MIHI.PK;negative
2003;TPTW.PK;negative
2003;ADNY.PK;negative
2004;ADNY.PK;negative
2005;ADNY.PK;negative
2006;ADNY.PK;negative
2007;ADNY.PK;negative
1996;TRKR.PK;negative
1997;TRKR.PK;negative
1998;TRKR.PK;negative
2014;MAGAA.PK;negative
2015;MAGAA.PK;negative
2010;RCHA.PK;negative
2011;RCHA.PK;negative
2012;RCHA.PK;negative
2013;RCHA.PK;negative
2005;MSSI.PK;negative
2006;MSSI.PK;negative
2013;ISRB.PK;negative
2008;GRVE.PK;negative
2009;GRVE.PK;negative
2011;CHIT.PK;negative
2012;CHIT.PK;negative
2012;CHIT.PK;negative
2013;CHIT.PK;negative
2007;WBSI.PK;negative
2008;WBSI.PK;negative
2011;WBSI.PK;negative
2014;NTRR.PK;negative
2005;IGPG.PK;negative
2006;IGPG.PK;negative
2007;IGPG.PK;negative
2006;IGPG.PK;negative
2007;IGPG.PK;negative
2008;WPUR.PK;negative
2008;WPUR.PK;negative
2010;UHLN.PK;negative
2009;AOXY.PK;negative
2010;AOXY.PK;negative
2009;IFXY.PK;negative
2010;IFXY.PK;negative
2001;CYBD.PK;negative
2002;CYBD.PK;negative
2010;TGRO.PK;negative
2009;SOUM.PK;negative
2009;AHFD.PK;negative
2014;AHFD.PK;negative
2007;SVAD.PK;negative
2008;SVAD.PK;negative
2009;SVAD.PK;negative
2011;SVAD.PK;negative
2012;SVAD.PK;negative
2013;CWSS.PK;negative
2005;OMSH.PK;negative
2006;OMSH.PK;negative
2005;OMSH.PK;negative
2006;OMSH.PK;negative
2007;OMSH.PK;negative
2016;OMSH.PK;negative
2001;QFORQ.PK;negative
2001;QFORQ.PK;negative
2010;QFORQ.PK;negative
2013;QFORQ.PK;negative
2013;QFORQ.PK;negative
2014;QFORQ.PK;negative
2015;QFORQ.PK;negative
2016;QFORQ.PK;negative
2008;WOFA.PK;negative
2009;WOFA.PK;negative
2010;WOFA.PK;negative
2011;WOFA.PK;negative
2003;WOAM.PK;negative
2007;WOAM.PK;negative
2005;CXIA.PK;negative
1998;CXIA.PK;negative
2007;CXIA.PK;negative
2008;CXIA.PK;negative
2013;TRXA.PK;negative
2014;TRXA.PK;negative
2010;HDYNQ.PK;negative
2011;HDYNQ.PK;negative
2010;BIEI.PK;negative
2010;BIEI.PK;negative
2015;BIEI.PK;negative
2016;BIEI.PK;negative
2004;ERFB.PK;negative
2004;ERFB.PK;negative
2008;ERFB.PK;negative
2014;ERFB.PK;negative
2013;STGGQ.PK;negative
2008;CSRH.PK;negative
2009;CSRH.PK;negative
2010;CSRH.PK;negative
2008;PHIL.PK;negative
2009;PHIL.PK;negative
2010;PHIL.PK;negative
2011;PHIL.PK;negative
2012;PHIL.PK;negative
2007;UNGS.PK;negative
2008;UNGS.PK;negative
2018;UNGS.PK;negative
2004;FMYR.PK;negative
2005;FMYR.PK;negative
2007;RCPIQ.PK;negative
2004;RCPIQ.PK;negative
2005;RCPIQ.PK;negative
2008;BOTY.PK;negative
2009;BOTY.PK;negative
2009;BOTY.PK;negative
2010;BOTY.PK;negative
2011;BOTY.PK;negative
2009;BOTY.PK;negative
2010;BOTY.PK;negative
2001;GBHL.PK;negative
2008;GBHL.PK;negative
2010;GBHL.PK;negative
2011;GBHL.PK;negative
2010;GBHL.PK;negative
2011;SOUPQ.PK;negative
2012;SOUPQ.PK;negative
2011;NBRI.PK;negative
2012;NBRI.PK;negative
2011;NBRI.PK;negative
2012;NBRI.PK;negative
2013;NBRI.PK;negative
1999;GNRD.PK;negative
2000;GNRD.PK;negative
2006;GLDN.PK;negative
2007;GLDN.PK;negative
2008;GLDN.PK;negative
2009;GLDN.PK;negative
2010;GLDN.PK;negative
2013;ONCI.PK;negative
2014;LIQDQ.PK;negative
2006;EIHC.PK;negative
2007;EIHC.PK;negative
2008;EIHC.PK;negative
2006;EIHC.PK;negative
2007;EIHC.PK;negative
2008;EIHC.PK;negative
2003;EIHC.PK;negative
2004;EIHC.PK;negative
2005;EIHC.PK;negative
2012;CRRSQ.PK;negative
2013;CRRSQ.PK;negative
2013;CRRSQ.PK;negative
2014;CRRSQ.PK;negative
1995;SINX.PK;negative
1996;SINX.PK;negative
1997;SINX.PK;negative
1998;SINX.PK;negative
1999;SINX.PK;negative
2006;SINX.PK;negative
2007;SINX.PK;negative
2008;SINX.PK;negative
2006;SINX.PK;negative
2007;SINX.PK;negative
2006;SINX.PK;negative
2007;SINX.PK;negative
2008;SINX.PK;negative
2013;SINX.PK;negative
2004;PFMS.PK;negative
2006;PFMS.PK;negative
2007;BFRE.PK;negative
2006;DGTW.PK;negative
2007;DGTW.PK;negative
2007;DGTW.PK;negative
2009;RGDXQ.PK;negative
2014;GNPT.PK;negative
2011;KLMK.PK;negative
2014;MJTV.PK;negative
2001;ADGO.PK;negative
2002;ADGO.PK;negative
2008;ADGO.PK;negative
2013;DNRG.PK;negative
2014;DNRG.PK;negative
2015;BLSP.PK;negative
2016;BLSP.PK;negative
1997;BTGI.PK;negative
1998;BTGI.PK;negative
2012;BTGI.PK;negative
2013;BTGI.PK;negative
2012;BTGI.PK;negative
2013;BTGI.PK;negative
2012;ASCK.PK;negative
2014;ASCK.PK;negative
2015;ASCK.PK;negative
2015;ASCK.PK;negative
2014;MOMT.PK;negative
2013;MOMT.PK;negative
2014;MOMT.PK;negative
2015;MOMT.PK;negative
2015;MOMT.PK;negative
2016;MOMT.PK;negative
2013;MOMT.PK;negative
2014;MOMT.PK;negative
2015;MOMT.PK;negative
2016;MOMT.PK;negative
2017;MOMT.PK;negative
2004;COTE.PK;negative
1999;COTE.PK;negative
2000;COTE.PK;negative
2004;COTE.PK;negative
2009;COTE.PK;negative
2001;GTHP.PK;negative
2003;GTHP.PK;negative
2004;GTHP.PK;negative
2005;GTHP.PK;negative
2017;XREE.PK;negative
2005;PRXIQ.PK;negative
2005;PRXIQ.PK;negative
2006;PRXIQ.PK;negative
2008;PRXIQ.PK;negative
2012;PRXIQ.PK;negative
2012;PRXIQ.PK;negative
2013;PRXIQ.PK;negative
2014;PRXIQ.PK;negative
2008;BRGO.PK;negative
2009;BRGO.PK;negative
2016;BRGO.PK;negative
1986;MZEIQ.PK;negative
1987;MZEIQ.PK;negative
1988;MZEIQ.PK;negative
1989;MZEIQ.PK;negative
1990;MZEIQ.PK;negative
1991;MZEIQ.PK;negative
1992;MZEIQ.PK;negative
1993;MZEIQ.PK;negative
1994;MZEIQ.PK;negative
2007;HPIL.PK;negative
2008;HPIL.PK;negative
2010;HPIL.PK;negative
2012;HPIL.PK;negative
2011;OMVS.PK;negative
2012;OMVS.PK;negative
2013;OMVS.PK;negative
2016;OMVS.PK;negative
2017;OMVS.PK;negative
2018;OMVS.PK;negative
2015;FUTL.PK;negative
2014;GBSNQ.PK;negative
2015;GBSNQ.PK;negative
2004;MSTF.PK;negative
2002;MSTF.PK;negative
2003;MSTF.PK;negative
2003;MCTH.PK;negative
2004;MCTH.PK;negative
2010;TONR.PK;negative
2011;TONR.PK;negative
2004;ACLH.PK;negative
2005;ACLH.PK;negative
2006;ACLH.PK;negative
2002;VTEQ.PK;negative
2014;VTEQ.PK;negative
2011;VTEQ.PK;negative
2012;VTEQ.PK;negative
2013;VTEQ.PK;negative
2014;VTEQ.PK;negative
2014;VTEQ.PK;negative
2009;GARB.PK;negative
2010;GARB.PK;negative
2009;GARB.PK;negative
2010;GARB.PK;negative
2005;PCYS.PK;negative
2006;PCYS.PK;negative
2006;PCYS.PK;negative
2007;PCYS.PK;negative
2008;PFGBQ.PK;negative
2009;PFGBQ.PK;negative
2003;ALAN.PK;negative
2004;ALAN.PK;negative
2005;ALAN.PK;negative
2015;PFWI.PK;negative
2005;VGTL.PK;negative
2006;VGTL.PK;negative
2008;FRGY.PK;negative
2007;FRGY.PK;negative
2015;JRJRQ.PK;negative
2015;JRJRQ.PK;negative
2002;RNWF.PK;negative
2007;RNWF.PK;negative
2007;RNWF.PK;negative
2018;HMNY.O;negative
2003;NWTT.PK;negative
2001;NWTT.PK;negative
2001;ECMH.PK;negative
2005;ECMH.PK;negative
2005;ECMH.PK;negative
2006;ECMH.PK;negative
2015;DEAC.PK;negative
2009;MMRF.PK;negative
2001;TXHE.PK;negative
1999;TXHE.PK;negative
2000;TXHE.PK;negative
1998;TXHE.PK;negative
1999;TXHE.PK;negative
2000;TXHE.PK;negative
2001;TXHE.PK;negative
2015;EMMD.PK;negative
2004;VPER.PK;negative
2005;VPER.PK;negative
2005;VPER.PK;negative
2006;VPER.PK;negative
2014;MBVX.PK;negative
2015;MBVX.PK;negative
2016;MBVX.PK;negative
2017;MBVX.PK;negative
1999;ISON.PK;negative
2000;ISON.PK;negative
1998;ESPH.PK;negative
1999;ESPH.PK;negative
2001;ESPH.PK;negative
2000;ESPH.PK;negative
2007;ESPH.PK;negative
2008;ATCV.PK;negative
2009;ATCV.PK;negative
2009;ATCV.PK;negative
2010;ATCV.PK;negative
2011;ATCV.PK;negative
2003;RAIO.PK;negative
2011;RAIO.PK;negative
2009;IGMB.PK;negative
2010;IGMB.PK;negative
2006;IDVC.PK;negative
2007;IDVC.PK;negative
2009;FLRE.PK;negative
2010;FLRE.PK;negative
2010;FLRE.PK;negative
2011;FLRE.PK;negative
2012;NSARO.PK;negative
2013;NSARO.PK;negative
2012;DD_pa;negative
2013;DD_pa;negative
2014;DD_pa;negative
2012;PUGE.PK;negative
2013;PUGE.PK;negative
2014;PUGE.PK;negative
2005;DLOV.PK;negative
2001;GOVX.PK;negative
2000;GOVX.PK;negative
2001;GOVX.PK;negative
2008;XTRN.PK;negative
2009;XTRN.PK;negative
2010;XTRN.PK;negative
2011;XTRN.PK;negative
2012;XTRN.PK;negative
2001;CPLT.PK;negative
2006;CPLT.PK;negative
2007;CPLT.PK;negative
2005;ASCBQ.PK;negative
2007;ASCBQ.PK;negative
2005;ASCBQ.PK;negative
2006;ASCBQ.PK;negative
2004;CMNR.PK;negative
2005;CMNR.PK;negative
2004;CMNR.PK;negative
2005;CMNR.PK;negative
2013;BETS.PK;negative
2009;CGAC.PK;negative
2010;CGAC.PK;negative
2008;CGAC.PK;negative
2009;CGAC.PK;negative
2009;CGAC.PK;negative
2002;ESINQ.PK;negative
2003;ESINQ.PK;negative
2004;ESINQ.PK;negative
2005;ESINQ.PK;negative
2009;ESINQ.PK;negative
2010;ESINQ.PK;negative
2011;ESINQ.PK;negative
2012;ESINQ.PK;negative
2013;ESINQ.PK;negative
2014;ESINQ.PK;negative
2015;ESINQ.PK;negative
2013;NPS.TO;negative
2014;NPS.TO;negative
2015;NPS.TO;negative
2006;GTGP.PK;negative
2007;GTGP.PK;negative
2010;TTXP.PK;negative
2009;TTXP.PK;negative
2012;TTXP.PK;negative
1999;RUNI.PK;negative
2008;APPZ.PK;negative
2008;XDSL.PK;negative
2007;XDSL.PK;negative
2008;XDSL.PK;negative
2009;XDSL.PK;negative
2004;PLNTQ.PK;negative
2013;MHCC.PK;negative
2014;MHCC.PK;negative
2003;NVIC.PK;negative
2003;SGRZ.PK;negative
2004;SGRZ.PK;negative
2001;SGRZ.PK;negative
2002;SGRZ.PK;negative
2003;SGRZ.PK;negative
2005;SGRZ.PK;negative
2002;SGRZ.PK;negative
2003;SGRZ.PK;negative
2014;DMHI.PK;negative
2010;MVES.PK;negative
2011;MVES.PK;negative
2012;GLLK.PK;negative
2013;GLLK.PK;negative
2004;OSRS.PK;negative
2005;OSRS.PK;negative
2014;VTNL.PK;negative
2016;VTNL.PK;negative
2013;ECIGQ.PK;negative
2013;ECIGQ.PK;negative
2014;ECIGQ.PK;negative
2014;ECIGQ.PK;negative
2015;ECIGQ.PK;negative
2015;ECIGQ.PK;negative
2016;ECIGQ.PK;negative
2007;UNLA.PK;negative
2003;UNLA.PK;negative
2004;UNLA.PK;negative
2005;UNLA.PK;negative
2006;UNLA.PK;negative
2007;UNLA.PK;negative
2003;XTMM.PK;negative
2006;XTMM.PK;negative
2007;XTMM.PK;negative
2003;SNMBQ.PK;negative
2004;SNMBQ.PK;negative
2003;SNMBQ.PK;negative
1996;SNMBQ.PK;negative
1997;SNMBQ.PK;negative
1998;SNMBQ.PK;negative
1999;SNMBQ.PK;negative
2006;CWRL.PK;negative
2007;CWRL.PK;negative
2007;FTCY.PK;negative
2005;FTCY.PK;negative
2005;FTCY.PK;negative
2006;FTCY.PK;negative
2007;FTCY.PK;negative
2004;TSHO.PK;negative
2005;TSHO.PK;negative
2006;TSHO.PK;negative
2006;TSHO.PK;negative
2007;TSHO.PK;negative
2006;TSHO.PK;negative
2012;NGEY.PK;negative
2013;NGEY.PK;negative
2014;NGEY.PK;negative
2001;MSOF.PK;negative
2012;CTPR.PK;negative
