year;ric
2002;CRIS.O
2003;CRIS.O
2004;CRIS.O
2004;APDN.O
2010;APDN.O
1999;DVD
2000;DVD
2001;DVD
2002;DVD
2003;DVD
2004;DVD
2007;DVD
2009;DVD
2010;DVD
2016;DVD
2007;PEER.PK
2009;PEER.PK
2010;PEER.PK
2011;PEER.PK
2012;PEER.PK
2013;PEER.PK
2015;PEER.PK
2007;REED.K
2014;REED.K
2016;REED.K
2000;VVUS.O
2001;VVUS.O
2003;VVUS.O
2006;VVUS.O
2007;VVUS.O
2008;VVUS.O
2009;VVUS.O
2010;VVUS.O
2011;VVUS.O
2012;VVUS.O
2015;VVUS.O
2014;GNCA.O
2010;FDLB.PK
2011;FDLB.PK
2012;FDLB.PK
2013;FDLB.PK
2014;FDLB.PK
2015;FDLB.PK
2016;FDLB.PK
2015;GEVO.O
2011;FFDF.PK
2012;FFDF.PK
2012;CLSI.PK
2016;CLSI.PK
2015;FSAM.PK
2016;FSAM.PK
2011;RVA.AX
2012;RVA.AX
2000;TGIC.PK
2004;TGIC.PK
2006;TGIC.PK
2007;TGIC.PK
2016;ONS.O
2000;BRBW.PK
2001;BRBW.PK
2002;BRBW.PK
2005;BRBW.PK
2012;NRLB.PK
2013;NRLB.PK
2004;CKFC.PK
2005;CKFC.PK
2006;CKFC.PK
2007;CKFC.PK
2016;CKFC.PK
2009;CDTI.O
2010;CDTI.O
2013;CDTI.O
2014;CDTI.O
2000;JSDA.PK
2001;JSDA.PK
2002;JSDA.PK
2004;JSDA.PK
2005;JSDA.PK
2007;JSDA.PK
2012;JSDA.PK
2001;DCTH.PK
2008;DCTH.PK
2010;DCTH.PK
2005;AMBK.PK
2015;AMBK.PK
2003;PRXIQ.PK
2006;PRXIQ.PK
2007;PRXIQ.PK
2010;PRXIQ.PK
2011;PRXIQ.PK
2012;PRXIQ.PK
1998;PRKR.PK
1999;PRKR.PK
2001;PRKR.PK
2002;PRKR.PK
2003;PRKR.PK
2006;PRKR.PK
2007;PRKR.PK
2011;PRKR.PK
2013;PRKR.PK
2015;PRKR.PK
2013;RTSO.PK
2014;RTSO.PK
2015;RTSO.PK
2016;RTSO.PK
2014;FTGI.PK
2014;WCCP.PK
2015;ITPC.PK
2001;ELTP.PK
2002;ELTP.PK
2006;ELTP.PK
2012;ELTP.PK
2013;ELTP.PK
2014;ELTP.PK
2015;ELTP.PK
2014;ZEST.PK
2015;ZEST.PK
2009;DIGM.PK
2014;DIGM.PK
2003;OGES.PK
2004;OGES.PK
2006;OGES.PK
2015;OGES.PK
2016;OGES.PK
2004;NURO.O
2005;NURO.O
2007;NURO.O
2008;NURO.O
2015;NURO.O
2015;FLXI.PK
2016;FLXI.PK
2015;HLBYL.PK
2016;MOTS.O
2001;VRML.O
2002;VRML.O
2003;VRML.O
2004;VRML.O
2014;VRML.O
1999;BMRA.O
2000;BMRA.O
2004;BMRA.O
2015;ARGS.PK
2016;RYFL.PK
2009;ELCO.PK
2010;ELCO.PK
2011;ELCO.PK
2013;ELCO.PK
2014;OPHT.O
2016;SNNF.PK
2011;ARINA.PK
2012;ARINA.PK
2013;ARINA.PK
2015;TOAK.PK
2005;PHC.L
2006;PHC.L
2008;PHC.L
2009;PHC.L
2012;PHC.L
2016;CANL.PK
2015;BANI.PK
2007;MNGA.O
2012;MNGA.O
2013;MNGA.O
2015;MNGA.O
2003;ISR
2004;ISR
2008;ISR
2009;COWI.PK
2010;COWI.PK
2014;COWI.PK
2015;COWI.PK
2016;COWI.PK
2016;SNES.O
2013;PTVL.PK
2014;PTVL.PK
2014;PDIV.PK
2016;FUV.O
2003;AERO.PK
2004;AERO.PK
2008;AERO.PK
2013;AERO.PK
2013;SKPN.PK
2014;SKPN.PK
2015;SKPN.PK
2016;SKPN.PK
2014;ONSE.PK
2016;ONSE.PK
2015;EEGI.PK
2016;EEGI.PK
2012;AMDA.O
2015;AMDA.O
1999;GOVB.PK
2000;GOVB.PK
2003;GOVB.PK
2006;GOVB.PK
2010;SARA.PK
2012;SARA.PK
2013;SARA.PK
2015;SARA.PK
1999;APHB.K
2000;APHB.K
2001;APHB.K
2012;APHB.K
2016;APHB.K
2014;AST
2015;AST
2012;RXMD.PK
2013;RXMD.PK
2016;RXMD.PK
2006;FAME.PK
2012;FAME.PK
2006;ALT.O
2007;ALT.O
2008;ALT.O
2009;ALT.O
2016;ALT.O
2003;MAYS.O
2004;MAYS.O
2007;MAYS.O
2008;MAYS.O
2010;MAYS.O
2011;MAYS.O
2011;HARI.PK
2011;THST.O
2014;THST.O
2016;THST.O
2011;AVXT.PK
2013;AVXT.PK
2012;UMGP.PK
2014;UMGP.PK
2015;UMGP.PK
2016;TLOG.PK
2007;GPDB.PK
2008;GPDB.PK
2011;GPDB.PK
2012;GPDB.PK
2014;GPDB.PK
2016;GPDB.PK
2012;SPSY.L
2016;SPSY.L
2015;LCDX.PK
2009;BWVI.PK
2011;BWVI.PK
2015;BWVI.PK
2016;UNTN.PK
2013;ASTO.PK
2011;MINE.PK
2014;MINE.PK
2016;MINE.PK
2010;TREP.PK
2011;TREP.PK
2012;TREP.PK
2014;TREP.PK
2015;TREP.PK
2016;TREP.PK
1998;MSN
1999;MSN
2000;MSN
2001;MSN
2002;MSN
2003;MSN
2004;MSN
2007;MSN
2009;MSN
2010;MSN
2012;MSN
2014;MSN
2012;KYZN.PK
2016;MEDH.PK
2013;BRSI.PK
2004;BRER.PK
2005;BRER.PK
2006;BRER.PK
2007;BRER.PK
2009;BRER.PK
2010;BRER.PK
2011;BRER.PK
2012;BRER.PK
2013;BRER.PK
2014;BRER.PK
2015;BRER.PK
2016;BRER.PK
2016;PUPS.PK
2013;AHFP.PK
2015;AHFP.PK
2016;AEEI.PK
2011;ATNM.K
2015;AXSM.O
2014;CRZY.PK
2002;VMSI.PK
2015;CAFI.PK
2016;VRTY.PK
2009;USRI.PK
2012;USRI.PK
1999;SYN
2000;SYN
2001;SYN
2005;SYN
2009;SYN
2010;SYN
2013;SYN
2012;BCLI.O
2013;BCLI.O
2001;MOSY.O
2003;MOSY.O
2004;MOSY.O
2007;MOSY.O
2008;MOSY.O
2009;MOSY.O
2010;MOSY.O
2004;BCDA.PK
2009;BCDA.PK
2015;BCDA.PK
2005;TEAR.PK
2006;TEAR.PK
2007;TEAR.PK
2008;TEAR.PK
2012;ADFS.PK
2013;ADFS.PK
2014;ADFS.PK
2015;ADFS.PK
1999;ARDM.O
2001;ARDM.O
2002;ARDM.O
2003;ARDM.O
2004;ARDM.O
2012;CNBA.PK
2015;CNBA.PK
2016;CNBA.PK
2011;BGES.PK
2015;BGES.PK
2016;BGES.PK
1999;SCON.O
1999;CLBS.O
2000;CLBS.O
2008;CLBS.O
2009;CLBS.O
2010;CLBS.O
2011;CLBS.O
2016;CLBS.O
2006;SES.O
2007;SES.O
2008;SES.O
2009;SES.O
2010;SES.O
2015;SES.O
2016;SES.O
2007;OCLN.PK
2009;OCLN.PK
2014;MPHD.PK
2015;MPHD.PK
2016;MPHD.PK
2015;AGRX.O
2009;ANTH.PK
2010;ANTH.PK
2011;ANTH.PK
2012;ANTH.PK
2010;QMKR.PK
2015;QMKR.PK
2016;QMKR.PK
2005;NTFL.PK
2008;NTFL.PK
2016;NTFL.PK
2000;TCEC.PK
2001;TCEC.PK
2002;TCEC.PK
2003;TCEC.PK
2005;TCEC.PK
2009;TCEC.PK
2015;TCEC.PK
2012;ECRO.PK
2013;ECRO.PK
2014;ECRO.PK
2007;ATYG.PK
2009;ATYG.PK
2010;ATYG.PK
2011;ATYG.PK
2005;YTEN.O
2012;YTEN.O
2013;YTEN.O
2015;YTEN.O
1998;CYTR.O
1999;CYTR.O
2000;CYTR.O
2001;CYTR.O
2002;CYTR.O
2006;RBCN.O
2007;RBCN.O
2010;RBCN.O
2013;VPOR.PK
2016;VPOR.PK
1998;APGI.PK
1999;APGI.PK
2005;APGI.PK
2006;APGI.PK
2008;APGI.PK
2009;APGI.PK
2011;APGI.PK
2012;APGI.PK
2015;APGI.PK
2016;APGI.PK
2003;CGCO.PK
2004;CGCO.PK
2010;CGCO.PK
2011;CGCO.PK
2012;CGCO.PK
2013;CGCO.PK
2009;SEVA.PK
2013;SEVA.PK
2000;ZAZA.PK
2001;ZAZA.PK
2002;ZAZA.PK
2003;ZAZA.PK
2004;ZAZA.PK
2005;ZAZA.PK
2006;ZAZA.PK
2007;ZAZA.PK
2008;ZAZA.PK
2009;ZAZA.PK
2010;ZAZA.PK
2011;ZAZA.PK
2012;ZAZA.PK
2013;ZAZA.PK
2014;ZAZA.PK
2016;GYST.PK
2015;HTBX.O
1998;NAVB.K
2001;NAVB.K
2008;NAVB.K
2009;NAVB.K
2010;NAVB.K
2014;NAVB.K
2016;NAVB.K
2008;PGLC.O
2010;PGLC.O
2016;PGLC.O
2002;SRMX.PK
2013;GNRV.PK
2008;GLTC.PK
2015;FDTC.PK
2016;FDTC.PK
2015;GEMP.O
2011;IGNE.PK
2013;IGNE.PK
2015;IGNE.PK
2010;SETO.PK
2012;SETO.PK
2013;SETO.PK
2014;SETO.PK
2013;IENT.PK
2016;IENT.PK
2013;WDHR.PK
2014;WDHR.PK
2015;WDHR.PK
2016;WDHR.PK
2004;RMTD.PK
2005;RMTD.PK
2007;RMTD.PK
2008;RMTD.PK
2009;AMPE.K
2012;AMPE.K
2013;AMPE.K
2014;AMPE.K
2015;AMPE.K
2011;TROV.O
2013;TROV.O
2003;RNN
2004;RNN
2005;RNN
2009;RNN
2010;RNN
2013;RNN
2003;OMEX.O
2004;OMEX.O
2008;OMEX.O
2012;OMEX.O
2013;OMEX.O
2006;GNMX.O
2007;GNMX.O
2008;GNMX.O
2009;GNMX.O
2011;GNMX.O
2012;GNMX.O
2014;AKTX.O
2008;TYR.L
2009;TYR.L
2011;TYR.L
2012;TYR.L
2016;TYR.L
2006;WEYL.PK
2007;WEYL.PK
2011;WEYL.PK
2014;WEYL.PK
2010;MEEC.PK
2011;MEEC.PK
2013;MEEC.PK
2014;MEEC.PK
2016;MEEC.PK
2012;BCYP.PK
2013;BCYP.PK
2014;BCYP.PK
2014;OCX
1999;GEC.O
2000;GEC.O
2001;GEC.O
2002;GEC.O
2003;GEC.O
2004;GEC.O
2005;GEC.O
2006;GEC.O
2007;GEC.O
2008;GEC.O
2009;GEC.O
2010;GEC.O
2013;GEC.O
2014;GEC.O
2015;GEC.O
2012;BYOC.PK
2014;BYOC.PK
2005;CVHL.PK
2006;CVHL.PK
2007;CVHL.PK
2012;CVHL.PK
2004;IVRO.PK
2010;IVRO.PK
2006;TINO.PK
2007;TINO.PK
2008;TINO.PK
1999;HDYNQ.PK
2002;HDYNQ.PK
2003;HDYNQ.PK
2005;HDYNQ.PK
2006;HDYNQ.PK
2007;HDYNQ.PK
2008;HDYNQ.PK
2014;DKTS.PK
2015;DKTS.PK
2016;DKTS.PK
2012;RXII.O
2007;IPIX.PK
2011;IPIX.PK
2012;IPIX.PK
2015;IPIX.PK
2015;RACK.PK
2016;RACK.PK
2000;HOLL.PK
2001;HOLL.PK
2002;HOLL.PK
2003;HOLL.PK
2004;HOLL.PK
2006;HOLL.PK
2007;HOLL.PK
2008;HOLL.PK
2009;HOLL.PK
2010;HOLL.PK
2011;HOLL.PK
2012;HOLL.PK
2013;HOLL.PK
2015;HOLL.PK
2011;MPSP.PK
2012;MPSP.PK
2015;MPSP.PK
2014;UMAM.PK
2015;UMAM.PK
2013;QYBX.PK
2014;QYBX.PK
2006;CYIO.PK
2011;CYIO.PK
2012;CYIO.PK
2013;CYIO.PK
2016;CYIO.PK
2013;ESNR.PK
2010;TNXP.O
2016;TNXP.O
2003;ORMP.O
2006;ORMP.O
2007;ORMP.O
2008;ORMP.O
2010;ORMP.O
2004;GMO
2005;GMO
2015;GMO
1999;UUU
2000;UUU
2001;UUU
2002;UUU
2003;UUU
2006;UUU
2012;UUU
2013;UUU
2015;UUU
1999;MLSS.K
2016;MLSS.K
2016;SNNY.PK
1998;ACUR.PK
2000;ACUR.PK
2002;ACUR.PK
2012;ACUR.PK
2014;ACUR.PK
2015;GNPG.PK
1999;ACHV.O
2000;ACHV.O
2003;ACHV.O
2006;ACHV.O
2007;ACHV.O
2011;ACHV.O
1998;TTNP.O
1999;TTNP.O
2010;EMGC.PK
2011;EMGC.PK
2012;EMGC.PK
2015;EMGC.PK
2013;VIDA.PK
2014;VIDA.PK
2015;AITB.PK
2014;CUAU.PK
2014;DIGI.PK
2015;DIGI.PK
2016;DIGI.PK
2002;CNWT.PK
2010;CNWT.PK
2011;CNWT.PK
2000;GLCH.PK
2001;GLCH.PK
2002;GLCH.PK
2003;GLCH.PK
2004;GLCH.PK
2005;GLCH.PK
2006;GLCH.PK
2007;GLCH.PK
2008;GLCH.PK
2009;GLCH.PK
2010;GLCH.PK
2011;GLCH.PK
2012;GLCH.PK
2013;GLCH.PK
2014;GLCH.PK
2015;GLCH.PK
2016;GLCH.PK
2015;KLEG.PK
2016;KLEG.PK
2013;NVIV.O
1998;VGZ
1999;VGZ
2000;VGZ
2001;VGZ
2005;VGZ
2006;VGZ
2007;VGZ
2008;VGZ
2009;VGZ
2010;VGZ
2011;VGZ
2012;VGZ
2013;VGZ
2002;CYCC.O
2004;CYCC.O
2005;CYCC.O
2006;CYCC.O
2007;CYCC.O
2009;CYCC.O
2010;CYCC.O
2011;CYCC.O
2014;HMMR.PK
2015;HMMR.PK
2016;HMMR.PK
2013;UNSS.PK
2015;UNSS.PK
2010;DAAT.PK
2016;CDWD.PK
2011;CYRP.PK
2012;MIHL.PK
2015;EIHC.PK
2014;CHUM.PK
2016;CHUM.PK
2013;VNCI.PK
2014;VNCI.PK
2014;IPWG.PK
2007;SLS.O
2011;SLS.O
2012;SLS.O
2013;SLS.O
2014;SLS.O
2016;SLS.O
2002;APRI.O
2008;APRI.O
2009;APRI.O
2010;APRI.O
2011;APRI.O
2012;APRI.O
2015;APRI.O
2016;APRI.O
2014;PLXP.O
2016;PLXP.O
2002;ZNCM.PK
2004;ZNCM.PK
2005;ZNCM.PK
2006;ZNCM.PK
2015;ZNCM.PK
2014;IDLM.PK
2015;IDLM.PK
2016;IDLM.PK
2005;IPLY.PK
2006;IPLY.PK
2007;IPLY.PK
2008;IPLY.PK
2009;IPLY.PK
2010;IPLY.PK
2011;IPLY.PK
2015;IPLY.PK
2016;IPLY.PK
2012;HCAP.O
2016;HCAP.O
2007;MYOS.O
2013;MYOS.O
2002;DVLN.PK
2005;DVLN.PK
2006;DVLN.PK
2008;DVLN.PK
2009;DVLN.PK
2010;DVLN.PK
2011;DVLN.PK
2012;DVLN.PK
2013;DVLN.PK
2014;DVLN.PK
2015;DVLN.PK
2016;DVLN.PK
2011;VPGI.PK
2012;VPGI.PK
2013;VPGI.PK
2014;VPGI.PK
2015;VPGI.PK
2016;VPGI.PK
1999;ARTM.PK
2002;ARTM.PK
2014;DLAD.PK
2015;DLAD.PK
2007;EVSP.PK
2008;EVSP.PK
2010;EVSP.PK
2016;EVSP.PK
2008;PRSG.PK
2009;PRSG.PK
2012;PRSG.PK
2013;PRSG.PK
2016;USFCQ.PK
2001;RIOT.O
2002;RIOT.O
2007;RIOT.O
2009;RIOT.O
2010;RIOT.O
2016;RIOT.O
1999;PTIE.O
2001;PTIE.O
2003;PTIE.O
2011;VTGN.O
2009;BPTH.O
2010;BPTH.O
2001;HRBR.PK
2002;HRBR.PK
2004;HRBR.PK
2010;HRBR.PK
2011;HRBR.PK
2014;CPMD.PK
2015;DLPM.PK
2008;AXRX.PK
2015;WPHM.PK
2012;ARTH.PK
2006;CMPD.PK
2015;CMPD.PK
2016;CMPD.PK
2003;ALPE.PK
2011;ALPE.PK
2012;OMTK.PK
2006;HXBM.PK
2007;HXBM.PK
2012;HXBM.PK
2009;SLCH.PK
2010;SLCH.PK
2014;SLCH.PK
2015;SLCH.PK
2016;SLCH.PK
2016;SPXA.PK
1999;ITUS.O
2005;ITUS.O
2007;ITUS.O
2012;ITUS.O
2014;EVOK.O
1998;TENX.O
2004;TENX.O
2007;TENX.O
2010;TENX.O
2004;IMNP.PK
2012;IMNP.PK
2013;SINX.PK
2011;ANFC.PK
2015;ANFC.PK
2015;TEGR.PK
2013;FORU.PK
2014;FORU.PK
2015;FORU.PK
2016;FORU.PK
2014;DFHL.PK
2011;QOIL.PK
2012;QOIL.PK
2016;QOIL.PK
2006;JUNP.PK
2009;JUNP.PK
2011;JUNP.PK
2012;JUNP.PK
2014;JUNP.PK
2015;JUNP.PK
2011;ISHI.PK
2006;SPHS.O
2010;SPHS.O
2012;SPHS.O
2015;CUR.O
1999;AEMD.O
2001;AEMD.O
2002;AEMD.O
2015;AEMD.O
1999;MBOT.O
2001;MBOT.O
2002;MBOT.O
2004;MBOT.O
2005;MBOT.O
2007;MBOT.O
2012;MBOT.O
2013;MBOT.O
2015;MBOT.O
2010;ESSI.PK
2011;ESSI.PK
2012;ESSI.PK
2014;ESSI.PK
2016;JALC.PK
2012;BBGP.PK
2014;BBGP.PK
2015;BBGP.PK
2011;BTDG.PK
2013;BTDG.PK
2010;PGSI.PK
2012;PGSI.PK
2013;PGSI.PK
2015;LBAS.PK
2016;RHSC.PK
2016;SYPT.PK
2014;OGSM.PK
2016;OGSM.PK
2011;MHPC.PK
2013;MHPC.PK
2016;MHPC.PK
2016;ARCS.PK
2012;TPII.PK
2013;TPII.PK
2015;TPII.PK
2016;TPII.PK
2006;SCIE.PK
2016;SCIE.PK
2007;IDEA.PK
2008;IDEA.PK
2011;IDEA.PK
2012;IDEA.PK
2013;IDEA.PK
2014;IDEA.PK
2013;NFTI.PK
2014;NFTI.PK
2016;SCGX.PK
2016;GTLL.PK
2013;FZRO.PK
2014;FZRO.PK
2015;FZRO.PK
2015;OPMG.PK
2014;NRGT.PK
2015;TRCH.O
2007;OHRP.O
2008;OHRP.O
2009;OHRP.O
2010;OHRP.O
2015;SIRC.PK
2011;FPMI.PK
2012;FPMI.PK
2016;FPMI.PK
2014;GYPHQ.PK
2016;GYPHQ.PK
2007;INOH.PK
2015;KNSC.PK
2016;PMOZ.PK
2009;AFFY.PK
2010;AFFY.PK
2012;AFFY.PK
2013;AFFY.PK
2014;EUOT.PK
2015;EUOT.PK
2016;OPHI.PK
2015;CAPP.PK
1998;AOLS.PK
2002;AOLS.PK
2003;AOLS.PK
2009;AOLS.PK
2013;SCNG.PK
2015;FLRE.PK
2016;DPAT.PK
2006;NMGC.PK
2007;NMGC.PK
2008;NMGC.PK
2012;HNTM.PK
2015;HNTM.PK
2008;NTII.PK
2012;NTII.PK
2013;NTII.PK
2014;NTII.PK
2015;NTII.PK
2012;SSUR.PK
2015;SSUR.PK
2016;SSUR.PK
2012;MXC
2016;MXC
1998;NTIP.K
2003;NTIP.K
2012;NTIP.K
2006;WNDW.PK
2008;WNDW.PK
2009;WNDW.PK
2008;UNVC.PK
2011;UNVC.PK
2013;UNVC.PK
2014;UNVC.PK
2016;UNVC.PK
2014;HDII.PK
2016;HDII.PK
2010;HOOB.PK
2011;HOOB.PK
2014;HOOB.PK
2015;HOOB.PK
2015;YIPI.PK
2014;PSSS.PK
2016;PSSS.PK
2014;CHSH.PK
2010;NUVM.PK
2011;NUVM.PK
2016;TXMC.PK
1998;MPML.PK
1999;MPML.PK
2000;MPML.PK
2002;MPML.PK
2005;MPML.PK
2007;MPML.PK
2009;MPML.PK
2011;MPML.PK
2012;MPML.PK
2008;BPCP.PK
2009;BPCP.PK
2011;BPCP.PK
2012;EWKS.PK
2009;LQWC.PK
2010;LQWC.PK
2011;LQWC.PK
2012;LQWC.PK
2015;LQWC.PK
2014;SFMI.PK
2009;AURI.PK
2010;AURI.PK
2011;AURI.PK
2012;AURI.PK
2013;AURI.PK
2010;FPWM.PK
2011;FPWM.PK
2014;FPWM.PK
2014;NNSR.PK
1999;PIOE.PK
2001;PIOE.PK
2002;PIOE.PK
2003;PIOE.PK
2004;PIOE.PK
2005;PIOE.PK
2011;PIOE.PK
2015;PIOE.PK
2015;BONZ.PK
2011;KNOS.PK
2010;TVPC.PK
2011;TVPC.PK
2013;TVPC.PK
2015;DKAM.PK
2016;DKAM.PK
2007;HESG.PK
2008;HESG.PK
2009;HESG.PK
2011;VCTY.PK
2012;VCTY.PK
2001;PARS.PK
2002;PARS.PK
2003;PARS.PK
2008;PARS.PK
2009;PARS.PK
2010;PARS.PK
2011;PARS.PK
2010;COFI.PK
2011;COFI.PK
2012;ATOS.O
2013;ATOS.O
2014;ATOS.O
2012;CBDS.PK
2015;CBDS.PK
2009;NUGL.PK
2013;COSM.PK
2016;COSM.PK
2016;RARS.PK
2016;IMHC.PK
2008;EVUS.PK
2011;EVUS.PK
2014;FRHV.PK
2015;FRHV.PK
2013;CWIR.PK
2015;CWIR.PK
2013;CYUR.PK
2012;OMBP.PK
2013;WOWU.PK
2003;CGND.PK
2004;CGND.PK
2007;CGND.PK
2008;CGND.PK
2011;CGND.PK
2016;DYNA.PK
2009;CEXE.PK
2010;CEXE.PK
2011;CEXE.PK
2012;CEXE.PK
2015;CEXE.PK
2016;VIIN.PK
2009;CEI
2011;SXE
2013;SXE
2014;SXE
2016;SXE
2011;STAX.PA
2012;STAX.PA
2015;YDVL.PK
2011;WEBB.PK
2012;WEBB.PK
2014;WEBB.PK
2000;CGRA.PK
2001;CGRA.PK
2002;CGRA.PK
2003;CGRA.PK
2004;CGRA.PK
2005;CGRA.PK
2011;PTEL.PK
2002;USCS.PK
2008;USCS.PK
2011;USCS.PK
2013;USCS.PK
2016;USCS.PK
2012;MDGC.PK
2016;BKUH.PK
2014;FLPC.PK
2015;FLPC.PK
2016;FLPC.PK
2015;BPET.PK
2016;DRSX.PK
2016;SAAX.PK
1999;DFCO.PK
2000;DFCO.PK
2002;DFCO.PK
2003;DFCO.PK
2005;DFCO.PK
2006;DFCO.PK
2008;DFCO.PK
2009;DFCO.PK
2011;DFCO.PK
2014;PLFF.PK
2015;PLFF.PK
2011;DKMR.PK
2012;DKMR.PK
2015;MNGG.PK
2014;SYNG.PK
2015;SYNG.PK
2016;SYNG.PK
2007;CPYT.PK
2010;CPYT.PK
2013;AAST.PK
2012;OILY.PK
2014;OILY.PK
2014;AMFL.PK
2013;QUTR.PK
2016;QUTR.PK
2010;PFNO.PK
2015;GRYO.PK
2012;EBYH.PK
2008;FNRC.PK
2016;GREW.PK
2014;OSIN.PK
2013;UCCC.PK
2014;UCCC.PK
2015;UCCC.PK
2012;TAPP.PK
2014;TAPP.PK
2016;TAPP.PK
2005;IGC
2008;IGC
2009;IGC
2001;HMNY.O
2002;HMNY.O
2007;HMNY.O
2010;HMNY.O
2014;HMNY.O
1999;CVM
2000;CVM
2003;CVM
2004;CVM
2005;CVM
2009;CVM
2014;CVM
2015;CVM
1998;KOSS.O
1999;KOSS.O
2001;KOSS.O
2002;KOSS.O
2003;KOSS.O
2004;KOSS.O
2007;KOSS.O
2012;KOSS.O
2014;KOSS.O
1998;IDXG.O
1999;IDXG.O
2001;IDXG.O
2002;IDXG.O
2003;IDXG.O
2004;IDXG.O
2005;IDXG.O
2008;IDXG.O
2009;IDXG.O
2010;IDXG.O
2013;IDXG.O
2014;IDXG.O
2007;RGSE.O
2008;RGSE.O
2010;RGSE.O
2011;RGSE.O
2012;RGSE.O
2013;RGSE.O
2014;RGSE.O
2016;RGSE.O
2000;AWX
2001;AWX
2002;AWX
2003;AWX
2008;AWX
2004;RIBT.O
2005;RIBT.O
2006;RIBT.O
2007;RIBT.O
2008;RIBT.O
2010;RIBT.O
2011;RIBT.O
2016;RIBT.O
1998;CLDX.O
2002;CLDX.O
2004;CLDX.O
2006;CLDX.O
2007;CLDX.O
2008;CLDX.O
2010;CLDX.O
2011;CLDX.O
2012;CRMD.K
2009;MYND.O
2011;MYND.O
2016;MYND.O
2014;BIOC.O
2003;ZN.O
2009;ZN.O
2010;ZN.O
2015;ZN.O
2010;BLNK.O
2014;GWGH.O
2015;GWGH.O
2015;CATB.O
1999;USEG.O
2000;USEG.O
2001;USEG.O
2002;USEG.O
2003;USEG.O
2004;USEG.O
2006;USEG.O
2007;USEG.O
2008;USEG.O
2009;USEG.O
2010;USEG.O
2011;USEG.O
2012;USEG.O
2013;USEG.O
2014;USEG.O
2002;FRD
2003;FRD
1998;SNGX.O
2002;SNGX.O
2005;SNGX.O
2016;MTBC.O
2014;HSGX.O
2016;BLPH.O
2011;SRAX.O
2015;SRAX.O
2012;MARA.O
2014;MARA.O
2002;DAIO.O
2003;DAIO.O
2015;VLRX.O
2000;GBR
2001;GBR
2002;GBR
2003;GBR
2004;GBR
2005;GBR
2006;GBR
2008;GBR
2009;GBR
2011;GBR
2014;GBR
2015;GBR
2011;NETE.O
2012;NETE.O
2013;NETE.O
2014;NETE.O
2016;NETE.O
2002;ENO
2003;ENO
2004;ENO
2008;ENO
2009;ENO
2010;ENO
2013;ENO
2014;ENO
2004;TPIV.O
2005;TPIV.O
2006;TPIV.O
2007;TPIV.O
2008;TPIV.O
2009;TPIV.O
2010;TPIV.O
2012;TPIV.O
2005;CHFS.O
2008;CHFS.O
2009;CHFS.O
2015;CHFS.O
2015;NXTD.O
2008;PED
2009;PED
2010;PED
2015;PED
2009;WMLP.K
2010;WMLP.K
2011;WMLP.K
2014;WMLP.K
2015;WMLP.K
1998;ATLC.O
1999;ATLC.O
2002;ATLC.O
2003;ATLC.O
2004;ATLC.O
2005;ATLC.O
2006;ATLC.O
2007;ATLC.O
2008;ATLC.O
2009;ATLC.O
2010;ATLC.O
2011;ATLC.O
2012;ATLC.O
2016;ATLC.O
1999;ISNS.O
2003;ISNS.O
2006;ISNS.O
2013;ISNS.O
2014;ISNS.O
1998;FORD.O
1999;FORD.O
2000;FORD.O
2002;FORD.O
2011;FORD.O
2012;FORD.O
2004;GTIM.O
2009;GTIM.O
2011;GTIM.O
2014;GTIM.O
1999;DPW
2001;DEST.O
2002;DEST.O
2003;DEST.O
2013;ROYT.K
2014;ROYT.K
2001;UWN
2002;UWN
2003;UWN
2005;UWN
2006;UWN
2007;UWN
2010;UWN
2011;UWN
2012;UWN
2014;UWN
2015;UWN
2016;UWN
2015;ABDC.O
2011;SDR
2014;SCYX.O
2008;LUNA.O
2011;LUNA.O
2012;LUNA.O
2013;LUNA.O
2016;LUNA.O
2011;WHLR.O
2013;WHLR.O
2014;WHLR.O
2015;WHLR.O
1998;ISDR.K
1999;ISDR.K
2007;ISDR.K
2003;GST
2004;GST
2005;GST
2006;GST
2009;GST
2010;GST
2011;GST
2015;GST
2013;ZSAN.O
2004;CLSN.O
2005;CLSN.O
2006;CLSN.O
2008;CLSN.O
2012;CLSN.O
2013;CLSN.O
2015;CLSN.O
2002;CASM.O
2003;CASM.O
2004;CASM.O
2009;CASM.O
2014;CASM.O
2015;CASM.O
2016;CASM.O
1998;BSQR.O
1999;BSQR.O
2002;BSQR.O
2003;BSQR.O
2004;BSQR.O
2007;BSQR.O
2011;BSQR.O
2003;PRPO.O
2004;PRPO.O
2012;PRPO.O
2013;PRPO.O
2014;PRPO.O
2015;PRPO.O
2016;PRPO.O
1999;ABIO.O
2000;ABIO.O
2001;ABIO.O
2002;ABIO.O
2003;ABIO.O
2008;ABIO.O
2009;ABIO.O
2002;VTSI.O
2008;VTSI.O
2001;BDR
2002;BDR
2004;BDR
2005;BDR
2007;BDR
2011;PBSK.O
2013;OPNT.O
1998;NSYS.O
1999;NSYS.O
2000;NSYS.O
2014;NSYS.O
2015;NSYS.O
1998;LGL
1999;LGL
2001;LGL
2005;LGL
2006;LGL
2008;LGL
2015;OGEN.K
2015;LMFA.O
2016;DARE.O
2003;CTEK.K
2001;SMIT.O
2002;SMIT.O
2004;SMIT.O
2006;SMIT.O
2010;CLRB.O
2001;DFBG.O
2002;DFBG.O
2003;DFBG.O
