ric,year,all,relevant,relevant5%
FONU.PK,2010,0,0,0
FONU.PK,2011,0,0,0
FONU.PK,2012,0,0,0
FONU.PK,2013,0,0,0
FONU.PK,2014,0,0,0
FONU.PK,2015,1,0,0
FONU.PK,2016,1,1,0
OHBK.PK,1998,0,0,0
OHBK.PK,1999,0,0,0
OHBK.PK,2000,0,0,0
OHBK.PK,2001,0,0,0
OHBK.PK,2002,0,0,0
OHBK.PK,2003,0,0,0
OHBK.PK,2004,0,0,0
OHBK.PK,2005,0,0,0
OHBK.PK,2006,0,0,0
OHBK.PK,2007,0,0,0
OHBK.PK,2008,0,0,0
OHBK.PK,2009,0,0,0
OHBK.PK,2010,0,0,0
OHBK.PK,2011,0,0,0
OHBK.PK,2012,0,0,0
OHBK.PK,2013,0,0,0
OHBK.PK,2014,0,0,0
OHBK.PK,2015,0,0,0
OHBK.PK,2016,0,0,0
FBCI.PK,1998,0,0,0
FBCI.PK,1999,0,0,0
FBCI.PK,2000,0,0,0
FBCI.PK,2001,0,0,0
FBCI.PK,2002,0,0,0
FBCI.PK,2003,0,0,0
FBCI.PK,2004,0,0,0
FBCI.PK,2005,0,0,0
FBCI.PK,2006,0,0,0
FBCI.PK,2007,0,0,0
FBCI.PK,2008,0,0,0
FBCI.PK,2009,0,0,0
FBCI.PK,2010,0,0,0
FBCI.PK,2011,0,0,0
FBCI.PK,2012,0,0,0
FBCI.PK,2013,0,0,0
FBCI.PK,2014,0,0,0
FBCI.PK,2015,0,0,0
FBCI.PK,2016,0,0,0
PTOG.PK,1998,0,0,0
PTOG.PK,1999,0,0,0
PTOG.PK,2000,0,0,0
PTOG.PK,2001,0,0,0
PTOG.PK,2002,0,0,0
PTOG.PK,2003,0,0,0
PTOG.PK,2004,0,0,0
PTOG.PK,2005,0,0,0
PTOG.PK,2006,0,0,0
PTOG.PK,2007,0,0,0
PTOG.PK,2008,0,0,0
PTOG.PK,2009,0,0,0
PTOG.PK,2010,0,0,0
PTOG.PK,2011,0,0,0
PTOG.PK,2012,0,0,0
PTOG.PK,2013,0,0,0
PTOG.PK,2014,0,0,0
PTOG.PK,2015,0,0,0
PTOG.PK,2016,1,0,0
SOUM.PK,1998,0,0,0
SOUM.PK,1999,0,0,0
SOUM.PK,2000,0,0,0
SOUM.PK,2001,0,0,0
SOUM.PK,2002,0,0,0
SOUM.PK,2003,0,0,0
SOUM.PK,2004,1,1,1
SOUM.PK,2005,0,0,0
SOUM.PK,2006,1,0,0
SOUM.PK,2007,1,0,0
SOUM.PK,2008,1,0,0
SOUM.PK,2009,0,0,0
SOUM.PK,2010,0,0,0
SOUM.PK,2011,0,0,0
SOUM.PK,2012,0,0,0
SOUM.PK,2013,0,0,0
SOUM.PK,2014,0,0,0
SOUM.PK,2015,0,0,0
SOUM.PK,2016,0,0,0
KCMH.PK,1998,0,0,0
KCMH.PK,1999,0,0,0
KCMH.PK,2000,0,0,0
KCMH.PK,2001,0,0,0
KCMH.PK,2002,0,0,0
KCMH.PK,2003,0,0,0
KCMH.PK,2004,0,0,0
KCMH.PK,2005,0,0,0
KCMH.PK,2006,0,0,0
KCMH.PK,2007,0,0,0
KCMH.PK,2008,0,0,0
KCMH.PK,2009,0,0,0
KCMH.PK,2010,0,0,0
KCMH.PK,2011,0,0,0
KCMH.PK,2012,0,0,0
KCMH.PK,2013,0,0,0
KCMH.PK,2014,0,0,0
KCMH.PK,2015,0,0,0
KCMH.PK,2016,0,0,0
CGSO.PK,1998,0,0,0
CGSO.PK,1999,0,0,0
CGSO.PK,2000,0,0,0
CGSO.PK,2001,0,0,0
CGSO.PK,2002,0,0,0
CGSO.PK,2003,0,0,0
CGSO.PK,2004,0,0,0
CGSO.PK,2005,0,0,0
CGSO.PK,2006,0,0,0
CGSO.PK,2007,0,0,0
CGSO.PK,2008,0,0,0
CGSO.PK,2009,0,0,0
CGSO.PK,2010,0,0,0
CGSO.PK,2011,0,0,0
CGSO.PK,2012,0,0,0
CGSO.PK,2013,0,0,0
CGSO.PK,2014,0,0,0
CGSO.PK,2015,0,0,0
CGSO.PK,2016,0,0,0
PZRXQ.PK,1998,0,0,0
PZRXQ.PK,1999,0,0,0
PZRXQ.PK,2000,0,0,0
PZRXQ.PK,2001,0,0,0
PZRXQ.PK,2002,0,0,0
PZRXQ.PK,2003,0,0,0
PZRXQ.PK,2004,0,0,0
PZRXQ.PK,2005,0,0,0
PZRXQ.PK,2006,0,0,0
PZRXQ.PK,2007,0,0,0
PZRXQ.PK,2008,0,0,0
PZRXQ.PK,2009,0,0,0
PZRXQ.PK,2010,0,0,0
PZRXQ.PK,2011,0,0,0
PZRXQ.PK,2012,0,0,0
PZRXQ.PK,2013,0,0,0
PZRXQ.PK,2014,0,0,0
PZRXQ.PK,2015,0,0,0
PZRXQ.PK,2016,0,0,0
FLKI.PK,1998,0,0,0
FLKI.PK,1999,0,0,0
FLKI.PK,2000,0,0,0
FLKI.PK,2001,0,0,0
FLKI.PK,2002,0,0,0
FLKI.PK,2003,0,0,0
FLKI.PK,2004,0,0,0
FLKI.PK,2005,0,0,0
FLKI.PK,2006,0,0,0
FLKI.PK,2007,0,0,0
FLKI.PK,2008,0,0,0
FLKI.PK,2009,0,0,0
FLKI.PK,2010,0,0,0
FLKI.PK,2011,0,0,0
FLKI.PK,2012,0,0,0
FLKI.PK,2013,0,0,0
FLKI.PK,2014,0,0,0
FLKI.PK,2015,0,0,0
FLKI.PK,2016,0,0,0
AILFQ.PK,1998,0,0,0
AILFQ.PK,1999,0,0,0
AILFQ.PK,2000,0,0,0
AILFQ.PK,2001,0,0,0
AILFQ.PK,2002,0,0,0
AILFQ.PK,2003,0,0,0
AILFQ.PK,2004,0,0,0
AILFQ.PK,2005,0,0,0
AILFQ.PK,2006,0,0,0
AILFQ.PK,2007,0,0,0
AILFQ.PK,2008,0,0,0
AILFQ.PK,2009,0,0,0
AILFQ.PK,2010,0,0,0
AILFQ.PK,2011,0,0,0
AILFQ.PK,2012,0,0,0
AILFQ.PK,2013,0,0,0
AILFQ.PK,2014,0,0,0
AILFQ.PK,2015,0,0,0
AILFQ.PK,2016,0,0,0
SEHI.PK,1998,0,0,0
SEHI.PK,1999,0,0,0
SEHI.PK,2000,0,0,0
SEHI.PK,2001,0,0,0
SEHI.PK,2002,0,0,0
SEHI.PK,2003,0,0,0
SEHI.PK,2004,0,0,0
SEHI.PK,2005,0,0,0
SEHI.PK,2006,0,0,0
SEHI.PK,2007,0,0,0
SEHI.PK,2008,0,0,0
SEHI.PK,2009,0,0,0
SEHI.PK,2010,0,0,0
SEHI.PK,2011,0,0,0
SEHI.PK,2012,0,0,0
SEHI.PK,2013,0,0,0
SEHI.PK,2014,0,0,0
SEHI.PK,2015,0,0,0
SEHI.PK,2016,0,0,0
VICT.PK,1998,0,0,0
VICT.PK,1999,0,0,0
VICT.PK,2000,0,0,0
VICT.PK,2001,0,0,0
VICT.PK,2002,0,0,0
VICT.PK,2003,0,0,0
VICT.PK,2004,0,0,0
VICT.PK,2005,0,0,0
VICT.PK,2006,0,0,0
VICT.PK,2007,0,0,0
VICT.PK,2008,0,0,0
VICT.PK,2009,0,0,0
VICT.PK,2010,0,0,0
VICT.PK,2011,0,0,0
VICT.PK,2012,0,0,0
VICT.PK,2013,0,0,0
VICT.PK,2014,0,0,0
VICT.PK,2015,0,0,0
VICT.PK,2016,0,0,0
TSYI.PK,1998,0,0,0
TSYI.PK,1999,0,0,0
TSYI.PK,2000,0,0,0
TSYI.PK,2001,0,0,0
TSYI.PK,2002,0,0,0
TSYI.PK,2003,0,0,0
TSYI.PK,2004,0,0,0
TSYI.PK,2005,0,0,0
TSYI.PK,2006,0,0,0
TSYI.PK,2007,0,0,0
TSYI.PK,2008,0,0,0
TSYI.PK,2009,0,0,0
TSYI.PK,2010,0,0,0
TSYI.PK,2011,0,0,0
TSYI.PK,2012,0,0,0
TSYI.PK,2013,0,0,0
TSYI.PK,2014,0,0,0
TSYI.PK,2015,1,1,0
TSYI.PK,2016,1,1,1
ENCB.PK,1998,0,0,0
ENCB.PK,1999,0,0,0
ENCB.PK,2000,0,0,0
ENCB.PK,2001,0,0,0
ENCB.PK,2002,0,0,0
ENCB.PK,2003,0,0,0
ENCB.PK,2004,0,0,0
ENCB.PK,2005,0,0,0
ENCB.PK,2006,0,0,0
ENCB.PK,2007,0,0,0
ENCB.PK,2008,0,0,0
ENCB.PK,2009,0,0,0
ENCB.PK,2010,0,0,0
ENCB.PK,2011,0,0,0
ENCB.PK,2012,0,0,0
ENCB.PK,2013,0,0,0
ENCB.PK,2014,0,0,0
ENCB.PK,2015,0,0,0
ENCB.PK,2016,0,0,0
ATWT.PK,1998,0,0,0
ATWT.PK,1999,0,0,0
ATWT.PK,2000,0,0,0
ATWT.PK,2001,0,0,0
ATWT.PK,2002,0,0,0
ATWT.PK,2003,0,0,0
ATWT.PK,2004,0,0,0
ATWT.PK,2005,0,0,0
ATWT.PK,2006,0,0,0
ATWT.PK,2007,0,0,0
ATWT.PK,2008,0,0,0
ATWT.PK,2009,0,0,0
ATWT.PK,2010,0,0,0
ATWT.PK,2011,0,0,0
ATWT.PK,2012,0,0,0
ATWT.PK,2013,0,0,0
ATWT.PK,2014,0,0,0
ATWT.PK,2015,0,0,0
ATWT.PK,2016,0,0,0
SMVI.PK,1998,0,0,0
SMVI.PK,1999,0,0,0
SMVI.PK,2000,0,0,0
SMVI.PK,2001,0,0,0
SMVI.PK,2002,0,0,0
SMVI.PK,2003,0,0,0
SMVI.PK,2004,0,0,0
SMVI.PK,2005,0,0,0
SMVI.PK,2006,0,0,0
SMVI.PK,2007,0,0,0
SMVI.PK,2008,0,0,0
SMVI.PK,2009,0,0,0
SMVI.PK,2010,0,0,0
SMVI.PK,2011,0,0,0
SMVI.PK,2012,0,0,0
SMVI.PK,2013,0,0,0
SMVI.PK,2014,0,0,0
SMVI.PK,2015,0,0,0
SMVI.PK,2016,0,0,0
AURT.PK,1998,0,0,0
AURT.PK,1999,0,0,0
AURT.PK,2000,0,0,0
AURT.PK,2001,0,0,0
AURT.PK,2002,0,0,0
AURT.PK,2003,0,0,0
AURT.PK,2004,0,0,0
AURT.PK,2005,0,0,0
AURT.PK,2006,0,0,0
AURT.PK,2007,0,0,0
AURT.PK,2008,0,0,0
AURT.PK,2009,0,0,0
AURT.PK,2010,0,0,0
AURT.PK,2011,0,0,0
AURT.PK,2012,0,0,0
AURT.PK,2013,0,0,0
AURT.PK,2014,0,0,0
AURT.PK,2015,0,0,0
AURT.PK,2016,0,0,0
FQCC.PK,1998,0,0,0
FQCC.PK,1999,0,0,0
FQCC.PK,2000,0,0,0
FQCC.PK,2001,0,0,0
FQCC.PK,2002,0,0,0
FQCC.PK,2003,0,0,0
FQCC.PK,2004,0,0,0
FQCC.PK,2005,0,0,0
FQCC.PK,2006,0,0,0
FQCC.PK,2007,0,0,0
FQCC.PK,2008,0,0,0
FQCC.PK,2009,0,0,0
FQCC.PK,2010,0,0,0
FQCC.PK,2011,0,0,0
FQCC.PK,2012,0,0,0
FQCC.PK,2013,0,0,0
FQCC.PK,2014,0,0,0
FQCC.PK,2015,0,0,0
FQCC.PK,2016,0,0,0
RIBS.PK,1998,0,0,0
RIBS.PK,1999,0,0,0
RIBS.PK,2000,0,0,0
RIBS.PK,2001,0,0,0
RIBS.PK,2002,0,0,0
RIBS.PK,2003,0,0,0
RIBS.PK,2004,0,0,0
RIBS.PK,2005,0,0,0
RIBS.PK,2006,0,0,0
RIBS.PK,2007,0,0,0
RIBS.PK,2008,0,0,0
RIBS.PK,2009,0,0,0
RIBS.PK,2010,0,0,0
RIBS.PK,2011,0,0,0
RIBS.PK,2012,0,0,0
RIBS.PK,2013,0,0,0
RIBS.PK,2014,0,0,0
RIBS.PK,2015,0,0,0
RIBS.PK,2016,0,0,0
PWLK.PK,1998,0,0,0
PWLK.PK,1999,0,0,0
PWLK.PK,2000,0,0,0
PWLK.PK,2001,0,0,0
PWLK.PK,2002,0,0,0
PWLK.PK,2003,0,0,0
PWLK.PK,2004,0,0,0
PWLK.PK,2005,0,0,0
PWLK.PK,2006,0,0,0
PWLK.PK,2007,0,0,0
PWLK.PK,2008,0,0,0
PWLK.PK,2009,0,0,0
PWLK.PK,2010,0,0,0
PWLK.PK,2011,0,0,0
PWLK.PK,2012,0,0,0
PWLK.PK,2013,0,0,0
PWLK.PK,2014,0,0,0
PWLK.PK,2015,0,0,0
PWLK.PK,2016,0,0,0
ESSE.PK,1998,1,1,1
ESSE.PK,1999,0,0,0
ESSE.PK,2000,1,0,0
ESSE.PK,2001,0,0,0
ESSE.PK,2002,0,0,0
ESSE.PK,2003,1,1,1
ESSE.PK,2004,1,0,0
ESSE.PK,2005,1,0,0
ESSE.PK,2006,1,1,1
ESSE.PK,2007,1,0,0
ESSE.PK,2008,0,0,0
ESSE.PK,2009,1,1,0
ESSE.PK,2010,0,0,0
ESSE.PK,2011,1,1,1
ESSE.PK,2012,1,0,0
ESSE.PK,2013,1,1,1
ESSE.PK,2014,0,0,0
ESSE.PK,2015,0,0,0
ESSE.PK,2016,0,0,0
GVSI.PK,1998,0,0,0
GVSI.PK,1999,0,0,0
GVSI.PK,2000,0,0,0
GVSI.PK,2001,0,0,0
GVSI.PK,2002,0,0,0
GVSI.PK,2003,0,0,0
GVSI.PK,2004,0,0,0
GVSI.PK,2005,0,0,0
GVSI.PK,2006,0,0,0
GVSI.PK,2007,0,0,0
GVSI.PK,2008,0,0,0
GVSI.PK,2009,0,0,0
GVSI.PK,2010,0,0,0
GVSI.PK,2011,0,0,0
GVSI.PK,2012,0,0,0
GVSI.PK,2013,0,0,0
GVSI.PK,2014,0,0,0
GVSI.PK,2015,0,0,0
GVSI.PK,2016,0,0,0
USRC.PK,1998,0,0,0
USRC.PK,1999,0,0,0
USRC.PK,2000,0,0,0
USRC.PK,2001,0,0,0
USRC.PK,2002,0,0,0
USRC.PK,2003,0,0,0
USRC.PK,2004,0,0,0
USRC.PK,2005,0,0,0
USRC.PK,2006,0,0,0
USRC.PK,2007,0,0,0
USRC.PK,2008,0,0,0
USRC.PK,2009,0,0,0
USRC.PK,2010,0,0,0
USRC.PK,2011,0,0,0
USRC.PK,2012,0,0,0
USRC.PK,2013,0,0,0
USRC.PK,2014,0,0,0
USRC.PK,2015,0,0,0
USRC.PK,2016,0,0,0
RFMK.PK,1998,0,0,0
RFMK.PK,1999,0,0,0
RFMK.PK,2000,0,0,0
RFMK.PK,2001,0,0,0
RFMK.PK,2002,0,0,0
RFMK.PK,2003,0,0,0
RFMK.PK,2004,0,0,0
RFMK.PK,2005,0,0,0
RFMK.PK,2006,0,0,0
RFMK.PK,2007,0,0,0
RFMK.PK,2008,0,0,0
RFMK.PK,2009,0,0,0
RFMK.PK,2010,0,0,0
RFMK.PK,2011,0,0,0
RFMK.PK,2012,1,1,1
RFMK.PK,2013,0,0,0
RFMK.PK,2014,1,1,1
RFMK.PK,2015,1,1,1
RFMK.PK,2016,1,1,1
MAGAA.PK,1998,0,0,0
MAGAA.PK,1999,0,0,0
MAGAA.PK,2000,0,0,0
MAGAA.PK,2001,0,0,0
MAGAA.PK,2002,1,0,0
MAGAA.PK,2003,0,0,0
MAGAA.PK,2004,0,0,0
MAGAA.PK,2005,0,0,0
MAGAA.PK,2006,0,0,0
MAGAA.PK,2007,0,0,0
MAGAA.PK,2008,0,0,0
MAGAA.PK,2009,0,0,0
MAGAA.PK,2010,0,0,0
MAGAA.PK,2011,0,0,0
MAGAA.PK,2012,0,0,0
MAGAA.PK,2013,0,0,0
MAGAA.PK,2014,0,0,0
MAGAA.PK,2015,0,0,0
MAGAA.PK,2016,0,0,0
FLST.PK,1998,0,0,0
FLST.PK,1999,0,0,0
FLST.PK,2000,0,0,0
FLST.PK,2001,1,1,0
FLST.PK,2002,0,0,0
FLST.PK,2003,0,0,0
FLST.PK,2004,0,0,0
FLST.PK,2005,0,0,0
FLST.PK,2006,0,0,0
FLST.PK,2007,1,1,1
FLST.PK,2008,0,0,0
FLST.PK,2009,1,1,0
FLST.PK,2010,1,0,0
FLST.PK,2011,0,0,0
FLST.PK,2012,0,0,0
FLST.PK,2013,0,0,0
FLST.PK,2014,0,0,0
FLST.PK,2015,0,0,0
FLST.PK,2016,0,0,0
GTRL.PK,1998,0,0,0
GTRL.PK,1999,0,0,0
GTRL.PK,2000,0,0,0
GTRL.PK,2001,0,0,0
GTRL.PK,2002,0,0,0
GTRL.PK,2003,0,0,0
GTRL.PK,2004,0,0,0
GTRL.PK,2005,0,0,0
GTRL.PK,2006,0,0,0
GTRL.PK,2007,0,0,0
GTRL.PK,2008,0,0,0
GTRL.PK,2009,0,0,0
GTRL.PK,2010,0,0,0
GTRL.PK,2011,0,0,0
GTRL.PK,2012,0,0,0
GTRL.PK,2013,0,0,0
GTRL.PK,2014,0,0,0
GTRL.PK,2015,0,0,0
GTRL.PK,2016,0,0,0
PLWY.PK,1998,0,0,0
PLWY.PK,1999,0,0,0
PLWY.PK,2000,0,0,0
PLWY.PK,2001,0,0,0
PLWY.PK,2002,0,0,0
PLWY.PK,2003,0,0,0
PLWY.PK,2004,0,0,0
PLWY.PK,2005,0,0,0
PLWY.PK,2006,0,0,0
PLWY.PK,2007,0,0,0
PLWY.PK,2008,0,0,0
PLWY.PK,2009,0,0,0
PLWY.PK,2010,0,0,0
PLWY.PK,2011,0,0,0
PLWY.PK,2012,0,0,0
PLWY.PK,2013,0,0,0
PLWY.PK,2014,0,0,0
PLWY.PK,2015,0,0,0
PLWY.PK,2016,0,0,0
SRCP.PK,1998,0,0,0
SRCP.PK,1999,0,0,0
SRCP.PK,2000,0,0,0
SRCP.PK,2001,0,0,0
SRCP.PK,2002,0,0,0
SRCP.PK,2003,0,0,0
SRCP.PK,2004,0,0,0
SRCP.PK,2005,0,0,0
SRCP.PK,2006,0,0,0
SRCP.PK,2007,0,0,0
SRCP.PK,2008,0,0,0
SRCP.PK,2009,0,0,0
SRCP.PK,2010,0,0,0
SRCP.PK,2011,0,0,0
SRCP.PK,2012,0,0,0
SRCP.PK,2013,0,0,0
SRCP.PK,2014,0,0,0
SRCP.PK,2015,0,0,0
SRCP.PK,2016,0,0,0
NXUR.PK,1998,0,0,0
NXUR.PK,1999,0,0,0
NXUR.PK,2000,0,0,0
NXUR.PK,2001,0,0,0
NXUR.PK,2002,0,0,0
NXUR.PK,2003,0,0,0
NXUR.PK,2004,0,0,0
NXUR.PK,2005,0,0,0
NXUR.PK,2006,0,0,0
NXUR.PK,2007,0,0,0
NXUR.PK,2008,0,0,0
NXUR.PK,2009,0,0,0
NXUR.PK,2010,0,0,0
NXUR.PK,2011,0,0,0
NXUR.PK,2012,0,0,0
NXUR.PK,2013,0,0,0
NXUR.PK,2014,0,0,0
NXUR.PK,2015,1,0,0
NXUR.PK,2016,0,0,0
RNWR.PK,1998,0,0,0
RNWR.PK,1999,0,0,0
RNWR.PK,2000,0,0,0
RNWR.PK,2001,0,0,0
RNWR.PK,2002,0,0,0
RNWR.PK,2003,0,0,0
RNWR.PK,2004,0,0,0
RNWR.PK,2005,0,0,0
RNWR.PK,2006,0,0,0
RNWR.PK,2007,0,0,0
RNWR.PK,2008,0,0,0
RNWR.PK,2009,0,0,0
RNWR.PK,2010,0,0,0
RNWR.PK,2011,0,0,0
RNWR.PK,2012,0,0,0
RNWR.PK,2013,0,0,0
RNWR.PK,2014,0,0,0
RNWR.PK,2015,0,0,0
RNWR.PK,2016,0,0,0
ICNVQ.PK,1998,0,0,0
ICNVQ.PK,1999,0,0,0
ICNVQ.PK,2000,0,0,0
ICNVQ.PK,2001,0,0,0
ICNVQ.PK,2002,0,0,0
ICNVQ.PK,2003,0,0,0
ICNVQ.PK,2004,0,0,0
ICNVQ.PK,2005,0,0,0
ICNVQ.PK,2006,0,0,0
ICNVQ.PK,2007,0,0,0
ICNVQ.PK,2008,0,0,0
ICNVQ.PK,2009,0,0,0
ICNVQ.PK,2010,0,0,0
ICNVQ.PK,2011,0,0,0
ICNVQ.PK,2012,0,0,0
ICNVQ.PK,2013,0,0,0
ICNVQ.PK,2014,0,0,0
ICNVQ.PK,2015,0,0,0
ICNVQ.PK,2016,0,0,0
TVER.PK,1998,0,0,0
TVER.PK,1999,0,0,0
TVER.PK,2000,0,0,0
TVER.PK,2001,0,0,0
TVER.PK,2002,0,0,0
TVER.PK,2003,0,0,0
TVER.PK,2004,0,0,0
TVER.PK,2005,0,0,0
TVER.PK,2006,0,0,0
TVER.PK,2007,0,0,0
TVER.PK,2008,0,0,0
TVER.PK,2009,0,0,0
TVER.PK,2010,0,0,0
TVER.PK,2011,1,1,0
TVER.PK,2012,1,1,0
TVER.PK,2013,0,0,0
TVER.PK,2014,0,0,0
TVER.PK,2015,0,0,0
TVER.PK,2016,1,0,0
RPBC.PK,1998,0,0,0
RPBC.PK,1999,0,0,0
RPBC.PK,2000,0,0,0
RPBC.PK,2001,0,0,0
RPBC.PK,2002,0,0,0
RPBC.PK,2003,0,0,0
RPBC.PK,2004,0,0,0
RPBC.PK,2005,0,0,0
RPBC.PK,2006,0,0,0
RPBC.PK,2007,0,0,0
RPBC.PK,2008,0,0,0
RPBC.PK,2009,0,0,0
RPBC.PK,2010,0,0,0
RPBC.PK,2011,1,1,1
RPBC.PK,2012,1,1,1
RPBC.PK,2013,0,0,0
RPBC.PK,2014,0,0,0
RPBC.PK,2015,0,0,0
RPBC.PK,2016,0,0,0
MNVN.PK,1998,0,0,0
MNVN.PK,1999,0,0,0
MNVN.PK,2000,0,0,0
MNVN.PK,2001,0,0,0
MNVN.PK,2002,0,0,0
MNVN.PK,2003,0,0,0
MNVN.PK,2004,0,0,0
MNVN.PK,2005,0,0,0
MNVN.PK,2006,0,0,0
MNVN.PK,2007,0,0,0
MNVN.PK,2008,0,0,0
MNVN.PK,2009,0,0,0
MNVN.PK,2010,0,0,0
MNVN.PK,2011,0,0,0
MNVN.PK,2012,0,0,0
MNVN.PK,2013,0,0,0
MNVN.PK,2014,0,0,0
MNVN.PK,2015,0,0,0
MNVN.PK,2016,0,0,0
SUTI.PK,1998,0,0,0
SUTI.PK,1999,0,0,0
SUTI.PK,2000,0,0,0
SUTI.PK,2001,0,0,0
SUTI.PK,2002,0,0,0
SUTI.PK,2003,0,0,0
SUTI.PK,2004,0,0,0
SUTI.PK,2005,0,0,0
SUTI.PK,2006,0,0,0
SUTI.PK,2007,0,0,0
SUTI.PK,2008,0,0,0
SUTI.PK,2009,0,0,0
SUTI.PK,2010,0,0,0
SUTI.PK,2011,0,0,0
SUTI.PK,2012,0,0,0
SUTI.PK,2013,0,0,0
SUTI.PK,2014,1,1,1
SUTI.PK,2015,1,1,1
SUTI.PK,2016,1,1,1
GYSN.PK,1998,0,0,0
GYSN.PK,1999,0,0,0
GYSN.PK,2000,0,0,0
GYSN.PK,2001,0,0,0
GYSN.PK,2002,0,0,0
GYSN.PK,2003,0,0,0
GYSN.PK,2004,0,0,0
GYSN.PK,2005,0,0,0
GYSN.PK,2006,0,0,0
GYSN.PK,2007,0,0,0
GYSN.PK,2008,0,0,0
GYSN.PK,2009,0,0,0
GYSN.PK,2010,0,0,0
GYSN.PK,2011,0,0,0
GYSN.PK,2012,0,0,0
GYSN.PK,2013,0,0,0
GYSN.PK,2014,0,0,0
GYSN.PK,2015,0,0,0
GYSN.PK,2016,0,0,0
VRCI.PK,1998,0,0,0
VRCI.PK,1999,0,0,0
VRCI.PK,2000,0,0,0
VRCI.PK,2001,0,0,0
VRCI.PK,2002,0,0,0
VRCI.PK,2003,0,0,0
VRCI.PK,2004,0,0,0
VRCI.PK,2005,0,0,0
VRCI.PK,2006,0,0,0
VRCI.PK,2007,0,0,0
VRCI.PK,2008,0,0,0
VRCI.PK,2009,0,0,0
VRCI.PK,2010,0,0,0
VRCI.PK,2011,1,1,1
VRCI.PK,2012,1,1,1
VRCI.PK,2013,0,0,0
VRCI.PK,2014,1,1,1
VRCI.PK,2015,1,0,0
VRCI.PK,2016,0,0,0
CGHC.PK,1998,0,0,0
CGHC.PK,1999,0,0,0
CGHC.PK,2000,0,0,0
CGHC.PK,2001,0,0,0
CGHC.PK,2002,0,0,0
CGHC.PK,2003,0,0,0
CGHC.PK,2004,0,0,0
CGHC.PK,2005,0,0,0
CGHC.PK,2006,0,0,0
CGHC.PK,2007,0,0,0
CGHC.PK,2008,0,0,0
CGHC.PK,2009,0,0,0
CGHC.PK,2010,0,0,0
CGHC.PK,2011,0,0,0
CGHC.PK,2012,0,0,0
CGHC.PK,2013,0,0,0
CGHC.PK,2014,0,0,0
CGHC.PK,2015,0,0,0
CGHC.PK,2016,0,0,0
CZNB.PK,1998,0,0,0
CZNB.PK,1999,0,0,0
CZNB.PK,2000,0,0,0
CZNB.PK,2001,0,0,0
CZNB.PK,2002,0,0,0
CZNB.PK,2003,0,0,0
CZNB.PK,2004,0,0,0
CZNB.PK,2005,0,0,0
CZNB.PK,2006,0,0,0
CZNB.PK,2007,0,0,0
CZNB.PK,2008,0,0,0
CZNB.PK,2009,0,0,0
CZNB.PK,2010,0,0,0
CZNB.PK,2011,0,0,0
CZNB.PK,2012,0,0,0
CZNB.PK,2013,0,0,0
CZNB.PK,2014,0,0,0
CZNB.PK,2015,0,0,0
CZNB.PK,2016,0,0,0
ETAR.PK,1998,0,0,0
ETAR.PK,1999,0,0,0
ETAR.PK,2000,0,0,0
ETAR.PK,2001,0,0,0
ETAR.PK,2002,0,0,0
ETAR.PK,2003,0,0,0
ETAR.PK,2004,0,0,0
ETAR.PK,2005,0,0,0
ETAR.PK,2006,0,0,0
ETAR.PK,2007,0,0,0
ETAR.PK,2008,0,0,0
ETAR.PK,2009,0,0,0
ETAR.PK,2010,0,0,0
ETAR.PK,2011,0,0,0
ETAR.PK,2012,0,0,0
ETAR.PK,2013,0,0,0
ETAR.PK,2014,0,0,0
ETAR.PK,2015,0,0,0
ETAR.PK,2016,0,0,0
PABN.PK,1998,0,0,0
PABN.PK,1999,0,0,0
PABN.PK,2000,0,0,0
PABN.PK,2001,0,0,0
PABN.PK,2002,0,0,0
PABN.PK,2003,0,0,0
PABN.PK,2004,0,0,0
PABN.PK,2005,0,0,0
PABN.PK,2006,0,0,0
PABN.PK,2007,0,0,0
PABN.PK,2008,0,0,0
PABN.PK,2009,0,0,0
PABN.PK,2010,0,0,0
PABN.PK,2011,0,0,0
PABN.PK,2012,0,0,0
PABN.PK,2013,0,0,0
PABN.PK,2014,0,0,0
PABN.PK,2015,0,0,0
PABN.PK,2016,0,0,0
NBRY.PK,1998,0,0,0
NBRY.PK,1999,0,0,0
NBRY.PK,2000,0,0,0
NBRY.PK,2001,0,0,0
NBRY.PK,2002,0,0,0
NBRY.PK,2003,0,0,0
NBRY.PK,2004,0,0,0
NBRY.PK,2005,0,0,0
NBRY.PK,2006,0,0,0
NBRY.PK,2007,0,0,0
NBRY.PK,2008,0,0,0
NBRY.PK,2009,0,0,0
NBRY.PK,2010,0,0,0
NBRY.PK,2011,0,0,0
NBRY.PK,2012,0,0,0
NBRY.PK,2013,0,0,0
NBRY.PK,2014,0,0,0
NBRY.PK,2015,0,0,0
NBRY.PK,2016,0,0,0
PMXO.PK,1998,0,0,0
PMXO.PK,1999,0,0,0
PMXO.PK,2000,0,0,0
PMXO.PK,2001,0,0,0
PMXO.PK,2002,0,0,0
PMXO.PK,2003,0,0,0
PMXO.PK,2004,0,0,0
PMXO.PK,2005,0,0,0
PMXO.PK,2006,0,0,0
PMXO.PK,2007,0,0,0
PMXO.PK,2008,0,0,0
PMXO.PK,2009,0,0,0
PMXO.PK,2010,0,0,0
PMXO.PK,2011,0,0,0
PMXO.PK,2012,1,1,1
PMXO.PK,2013,0,0,0
PMXO.PK,2014,0,0,0
