year;ric
2013;DCAR.O
2014;DCAR.O
2008;CTHR.O
2014;CTHR.O
2008;SSNT.O
2009;SSNT.O
2002;AWSM.O
2003;AWSM.O
2006;AWSM.O
2007;AWSM.O
2016;ARCI.O
2004;CCNI.O
2011;CCNI.O
2015;CCNI.O
2016;CCNI.O
2003;DXR
2004;DXR
2005;DXR
2001;SGMA.O
2002;SGMA.O
2003;SGMA.O
2004;SGMA.O
2008;SGMA.O
2013;SGMA.O
2008;SCX
2009;SCX
2002;ASTC.O
2013;ASTC.O
2000;UQM
2001;UQM
2002;UQM
2003;UQM
2005;UQM
2010;ISIG.O
2011;INFU.K
2011;IROQ.O
2010;TGC
2011;TGC
2002;CFBK.O
2001;UBCP.O
2008;BKTI.K
2011;SINO.O
1998;PBHC.O
2000;PBHC.O
2001;PBHC.O
2008;PBHC.O
2016;SLNO.O
1998;TURN.O
2010;TURN.O
2011;TURN.O
2008;CODA.O
2012;YUMA.K
2013;YUMA.K
2015;YUMA.K
2012;BURG.O
2015;BURG.O
2009;CHCI.O
2011;CHCI.O
2000;CUO
2008;CUO
2010;CUO
2014;CUO
1999;HEB
2003;HEB
2004;HEB
2015;AZRX.O
2003;LODE.K
2007;LODE.K
2000;PYDS.O
2001;PYDS.O
2002;PYDS.O
2010;PYDS.O
1999;PDEX.O
2010;PDEX.O
2015;PDEX.O
1998;BYFC.O
2001;BYFC.O
2002;BYFC.O
2010;BYFC.O
2008;QBAK.O
2008;VBFC.O
2009;VBFC.O
2010;VBFC.O
2009;JVA.O
2005;AETI.O
2006;AETI.O
2013;AETI.O
2000;DVCR.O
2001;DVCR.O
2002;DVCR.O
2003;DVCR.O
2004;DVCR.O
2008;DVCR.O
2009;DVCR.O
2010;DVCR.O
2011;DVCR.O
2012;DVCR.O
2013;DVCR.O
2002;WVVI.O
2009;WVVI.O
2011;WVVI.O
2012;WVVI.O
2011;UAMY.K
2003;JOB
2012;JOB
2012;XSPA.O
2016;XSPA.O
1998;CLRO.O
1999;CLRO.O
2000;CLRO.O
2001;CLRO.O
2002;CLRO.O
2003;CLRO.O
2004;CLRO.O
2005;CLRO.O
2006;CLRO.O
2010;SBOT.O
2002;BKYI.O
2003;BKYI.O
2004;BKYI.O
2006;BKYI.O
2008;BKYI.O
2006;ACY
2013;ACY
2004;RHE
2006;RHE
2008;RHE
2010;RHE
2011;RHE
2012;RHE
2013;RHE
2014;RHE
2003;PBBI.O
2007;HUSA.K
2002;LEU
2003;LEU
2010;LEU
2011;LEU
2011;SVT
2002;PPIH.O
2004;PPIH.O
2005;PPIH.O
2012;PPIH.O
2014;PPIH.O
2016;PPIH.O
2005;MKGI.O
2007;MKGI.O
2014;MKGI.O
2006;SPEX.O
2011;SPEX.O
2006;UG.O
1998;WTT
1999;WTT
2008;WTT
2010;WTT
2002;EMMS.O
2003;EMMS.O
2004;EMMS.O
2006;EMMS.O
2007;EMMS.O
2008;EMMS.O
2010;EMMS.O
2011;EMMS.O
2002;XPL
2006;XPL
2007;XPL
1998;NTN
1999;NTN
2004;NTN
2005;NTN
2013;NTN
1998;TRT
1999;TRT
2002;TRT
2003;TRT
2008;TRT
2009;TRT
2011;TRT
2000;IHT
2001;IHT
2014;IHT
2016;IHT
2002;BCTF.O
2011;XGTI.O
2000;VXRT.O
2002;VXRT.O
2003;VXRT.O
2004;VXRT.O
2005;VXRT.O
2006;VXRT.O
2007;VXRT.O
2008;VXRT.O
2003;CYAN.O
2004;CYAN.O
2013;CYAN.O
1998;UBOH.O
1999;UBOH.O
2009;MICT.O
2016;MICT.O
2015;ARTW.O
2004;COHN.K
2007;COHN.K
2008;COHN.K
2000;WCFB.O
2001;AMS
2002;AMS
2007;AMS
2008;AMS
2006;RAVE.O
2009;RAVE.O
2016;RAVE.O
2010;SCY.TO
1999;PRPH.O
2000;PRPH.O
2001;PRPH.O
2006;PRPH.O
2007;PRPH.O
2008;PRPH.O
2015;PRPH.O
2016;PRPH.O
2000;AZZ.TO
2004;AZZ.TO
2005;AZZ.TO
2007;AZZ.TO
2009;AZZ.TO
2010;AZZ.TO
2011;AZZ.TO
2013;AZZ.TO
1998;GLOW.K
1999;GLOW.K
2000;GLOW.K
2001;GLOW.K
2002;GLOW.K
2004;GLOW.K
2009;GLOW.K
1998;TWMC.O
2002;TWMC.O
1999;PPIRx.L
2003;PPIRx.L
2004;PPIRx.L
2006;PPIRx.L
2008;PPIRx.L
2010;PPIRx.L
2003;INUV.K
2007;INUV.K
2008;INUV.K
2009;INUV.K
2011;INUV.K
2001;DLHC.O
2002;DLHC.O
2003;DLHC.O
2004;DLHC.O
2005;DLHC.O
2008;DLHC.O
2003;JCS.O
2005;JCS.O
2000;IOR
2001;IOR
2002;IOR
2003;IOR
2004;IOR
2005;IOR
2006;IOR
2007;IOR
2008;IOR
2009;IOR
2005;AEY.O
2006;AEY.O
2012;AEY.O
2013;AEY.O
2000;BDL
2001;BDL
2002;BDL
2004;BDL
2008;BDL
1999;EEI.O
2001;EEI.O
2002;EEI.O
2004;EEI.O
2005;EEI.O
2006;EEI.O
2008;EEI.O
2008;BKX.TO
2009;BKX.TO
2010;BKX.TO
2011;BKX.TO
2012;BKX.TO
2015;BKX.TO
2002;PESI.O
2003;PESI.O
2005;PESI.O
2006;PESI.O
2007;PESI.O
2008;PESI.O
2009;PESI.O
2010;PESI.O
2011;PESI.O
2009;CART.O
1998;ENG.O
2001;ENG.O
2002;ENG.O
2011;ENG.O
2013;ENG.O
2001;CPHC.O
2002;CPHC.O
2003;CPHC.O
1998;DIT
1999;DIT
2002;DIT
2003;DIT
2004;DIT
2005;DIT
2005;BASI.O
2007;BASI.O
2011;BASI.O
2013;FPAY.O
2004;MARPS.O
2005;MARPS.O
2006;MARPS.O
2007;EFOI.O
2008;EFOI.O
2011;EFOI.O
2012;EFOI.O
2014;EFOI.O
2004;SSBI.O
1998;WHLM.O
1999;WHLM.O
2001;WHLM.O
2003;LINK.O
2004;LINK.O
2005;LINK.O
2006;LINK.O
2007;LINK.O
2008;LINK.O
2010;ORA.TO
2009;BOTJ.O
2009;SCKT.O
2007;OHAI.O
2008;OHAI.O
2012;IDSA.O
2014;IDSA.O
2009;CZWI.O
2010;CZWI.O
2014;CZWI.O
2007;CRP.TO
2008;CRP.TO
2009;CRP.TO
1999;SOFO.O
2001;SOFO.O
2002;SOFO.O
2005;SOFO.O
2006;SOFO.O
1998;AEZS.TO
2000;AEZS.TO
2001;AEZS.TO
2004;AEZS.TO
2005;AEZS.TO
2006;AEZS.TO
2010;AEZS.TO
2011;AEZS.TO
2012;AEZS.TO
1998;INTG.O
2003;INTG.O
2004;INTG.O
2005;INTG.O
2006;INTG.O
2007;INTG.O
2008;INTG.O
1999;NHLD.O
2000;NHLD.O
2002;NHLD.O
1999;ELSE.O
2000;ELSE.O
2001;ELSE.O
2010;ELSE.O
2007;OPHC.O
2002;PFIN.O
2003;PFIN.O
2004;PFIN.O
2005;PFIN.O
2009;PFIN.O
2015;PFIN.O
1998;JCTCF.O
1999;JCTCF.O
2000;HMG
2001;HMG
2006;HMG
2011;HMG
2012;HMG
2000;GYRO.O
2008;GYRO.O
2004;CMS_pb
2005;CMS_pb
2011;BWLa
2010;MYXM.L
2002;DGSE.K
2005;DGSE.K
2006;DGSE.K
2007;DGSE.K
2010;DGSE.K
2011;DGSE.K
2013;DGSE.K
2008;NAUH.O
2002;NSEC.O
2003;NSEC.O
2005;NSEC.O
2006;NSEC.O
2007;NSEC.O
2008;NSEC.O
2014;NSEC.O
1999;CTIB.O
2001;CTIB.O
2004;CTIB.O
2005;CTIB.O
2013;AXR
2013;NPS.TO
2014;NPS.TO
1999;CAW
2012;CAW
2013;CAW
1998;BVSN.O
2004;BVSN.O
2015;HALH.L
2016;HALH.L
2015;MGYR.O
2014;AMAMP.L
2006;B4S.L
2004;IMP.TO
2006;IMP.TO
2013;IMP.TO
1998;SSY
1999;SSY
2000;SSY
2001;SSY
2002;SSY
2007;SSY
2008;SSY
2009;SSY
2010;SSY
2011;SSY
2012;SSY
2013;SSY
2014;SSY
2000;TEL.TO
2010;TEL.TO
2011;TEL.TO
2012;3664.TWO
2014;3664.TWO
2015;3664.TWO
2013;GBLX.PK
2008;SGMD.PK
2009;SGMD.PK
2015;MCOA.PK
2005;NSARO.PK
2006;NSARO.PK
2008;RBIZ.PK
2011;RBIZ.PK
2006;SBRT.PK
2011;PHOT.PK
2003;AMMJ.PK
2005;AMMJ.PK
2015;AMMJ.PK
2015;NMTC.PK
2007;PHM.V
2016;PHM.V
2013;ACAN.PK
2016;ACAN.PK
2013;ORPB.PK
2015;CIIX.PK
2013;APTY.PK
2014;MYHI.PK
2016;HIPH.PK
2008;PQE.V
2014;PQE.V
2010;ASCS.PK
2008;FLSS.PK
2009;FLSS.PK
2010;FLSS.PK
2014;MOMT.PK
2015;MOMT.PK
2016;MOMT.PK
2010;GRWC.PK
2015;GRWC.PK
2010;SRNA.PK
2011;SRNA.PK
2016;MNTR.PK
2008;SLTK.PK
2014;SLTK.PK
2010;KALY.V
2008;CNIG.PK
2013;CNIG.PK
2014;HIHI.PK
2004;PMCB.PK
2008;PMCB.PK
2008;ICLD.PK
2009;ICLD.PK
2011;ICLD.PK
2014;ICLD.PK
2016;ICLD.PK
2008;INNV.PK
2010;INNV.PK
2006;ALMC.PK
2007;ALMC.PK
2008;ALMC.PK
2009;ALMC.PK
2011;PGUS.PK
2009;VRTB.PK
2010;VRTB.PK
2015;VRTB.PK
2016;VRTB.PK
2009;MMEX.PK
2009;ARYC.PK
2010;ARYC.PK
2013;ARYC.PK
2001;AMNF.PK
2002;AMNF.PK
2002;HARL.PK
2003;HARL.PK
2008;MUEL.PK
2009;MUEL.PK
2010;AGTK.PK
2005;BIEL.PK
2006;BIEL.PK
2007;BIEL.PK
2009;BIEL.PK
2016;SSOK.PK
2010;KAYS.PK
2014;KAYS.PK
2003;SMID.PK
2012;FBPI.PK
2011;COHO.PK
2012;COHO.PK
2013;COHO.PK
2014;COHO.PK
2008;SNWV.PK
2008;WLKR.PK
2009;WLKR.PK
2012;WLKR.PK
1999;SOTK.PK
2008;SOTK.PK
2012;SWET.PK
2015;DMA.V
2014;IVFH.PK
1998;INTZ.PK
1999;INTZ.PK
2006;FETM.PK
2007;FETM.PK
2009;FETM.PK
2010;FETM.PK
2012;DPWW.PK
2014;DPWW.PK
2016;DPWW.PK
2006;TURV.PK
2007;TURV.PK
2008;TURV.PK
2009;TURV.PK
2015;TURV.PK
2008;USEI.PK
2015;RMRK.PK
2003;GLGI.PK
2006;GLGI.PK
2008;BVTK.PK
2007;GLXZ.PK
2015;GLXZ.PK
2001;KSBI.PK
2014;LCLP.PK
2015;LCLP.PK
2014;D13.AX
2016;VTI.AX
2005;TPCS.PK
2006;TPCS.PK
2003;EGRKM.PK
2004;EGRKM.PK
1999;CAPC.PK
2000;CAPC.PK
2002;CAPC.PK
1999;RNVA.PK
2010;RNVA.PK
2014;RNVA.PK
2016;RNVA.PK
2000;BLGO.PK
2001;BLGO.PK
1999;PURE.PK
2000;PURE.PK
2002;PURE.PK
2003;PURE.PK
2016;HRGG.PK
2014;ABCE.PK
2016;ABCE.PK
2010;LVVV.PK
2011;LVVV.PK
2013;LVVV.PK
2002;VCSY.PK
2012;VCSY.PK
2015;VAPE.PK
1999;WAYN.PK
2000;WAYN.PK
2001;WAYN.PK
2006;WAYN.PK
2007;WAYN.PK
2001;PHIL.PK
2003;PHIL.PK
2008;PHIL.PK
2007;PRSI.PK
2016;GRBX.PK
2006;UOIP.PK
2011;UOIP.PK
2003;ELST.PK
2004;ELST.PK
2001;TKOI.PK
2008;TKOI.PK
2010;TKOI.PK
2015;TKOI.PK
2016;TKOI.PK
2002;REPR.PK
2003;QEPC.PK
2004;QEPC.PK
2000;GOVX.PK
2003;GOVX.PK
2004;GOVX.PK
2005;GOVX.PK
2010;GOVX.PK
2012;SCAY.PK
2015;SCAY.PK
2008;BICX.PK
2010;BICX.PK
2008;SYTE.PK
2010;SYTE.PK
2011;SYTE.PK
2014;SYTE.PK
1999;CLOK.PK
2000;CLOK.PK
2007;CLOK.PK
2010;CLOK.PK
2014;CLOK.PK
2014;UCLE.PK
2016;NEWEN.PK
2011;BRFH.PK
2015;CFIN.PK
2005;GTPS.PK
2007;SWRM.PK
2012;SWRM.PK
2013;SWRM.PK
2014;SWRM.PK
2016;GNOW.PK
2009;USRM.PK
2003;NROM.PK
2007;NROM.PK
2011;NROM.PK
2012;NROM.PK
2011;NXGHD.PK
2014;NXGHD.PK
2008;SYEV.PK
2007;UCPA.PK
2009;UCPA.PK
2009;MCGI.PK
2013;MCGI.PK
2007;NEPH.PK
2013;NEPH.PK
2003;BABB.PK
2012;PNL.AX
2015;MDVX.PK
2016;SGSI.PK
2005;FKWL.PK
2011;FKWL.PK
2013;MBVX.PK
2013;QNTO.PK
2001;NPHC.PK
2002;NPHC.PK
2007;NPHC.PK
2013;NPHC.PK
2015;HCFL.PK
2013;DTST.PK
2014;DMKBA.PK
2015;PNAT.PK
2012;GRCU.PK
2015;GRCU.PK
2016;GRCU.PK
2007;IVOB.PK
2004;GAHC.PK
2005;GAHC.PK
2010;GAHC.PK
2011;GAHC.PK
2013;GAHC.PK
2014;DCAC.PK
2010;XTRN.PK
2011;XTRN.PK
2007;AFTM.PK
2012;CCUR.PK
2013;CCUR.PK
2014;CCUR.PK
2015;CCUR.PK
2016;CCUR.PK
2009;REEMF.PK
2010;REEMF.PK
2011;IMTV.PK
1999;SLGD.PK
2000;SLGD.PK
2001;SLGD.PK
2008;SLGD.PK
2011;SLGD.PK
2013;ETST.PK
2008;ALRT.PK
2009;ALRT.PK
2007;WFCF.PK
2015;WFCF.PK
1998;PBIO.PK
1999;PBIO.PK
2003;PBIO.PK
2005;PBIO.PK
1999;MCRAA.PK
2000;MCRAA.PK
2001;MCRAA.PK
2002;MCRAA.PK
2003;MCRAA.PK
2008;TSSI.PK
2016;HCBC.PK
2001;RAFI.PK
2003;RAFI.PK
2004;RAFI.PK
2001;SFEF.PK
2007;SFEF.PK
1998;STBI.PK
2001;STBI.PK
2016;MMMB.PK
2009;UHLN.PK
2014;JBZY.PK
2015;JBZY.PK
2016;JBZY.PK
2009;WNDM.PK
2010;WNDM.PK
2000;FLUX.PK
2002;FLUX.PK
2003;FLUX.PK
2005;FLUX.PK
2009;EVSI.PK
2010;TSOI.PK
2012;TSOI.PK
2013;TSOI.PK
2014;TSOI.PK
2014;PCFP.PK
2015;AMAZ.PK
2016;AMAZ.PK
2005;PEYE.PK
2004;ESCC.PK
2005;ESCC.PK
1998;ITWG.PK
1999;ITWG.PK
2003;ITWG.PK
2004;ITWG.PK
2005;ITWG.PK
2003;PVCT.PK
2008;ROFO.PK
2009;ROFO.PK
2010;ROFO.PK
2012;ESOA.PK
2005;WNMLA.PK
2006;WNMLA.PK
2007;WNMLA.PK
2008;WNMLA.PK
2009;WNMLA.PK
2012;WNMLA.PK
2015;WNMLA.PK
2007;WDDD.PK
2011;USMJ.PK
2012;USMJ.PK
2014;USMJ.PK
2015;GLFH.PK
2002;LSFG.PK
2006;LSFG.PK
2007;LSFG.PK
2008;LSFG.PK
2011;JMDA.PK
2013;JMDA.PK
2007;ACMC.PK
2016;WCRS.PK
2010;VLTC.PK
2011;VLTC.PK
2012;VLTC.PK
2013;VLTC.PK
2014;VLTC.PK
2009;WELX.PK
2011;WELX.PK
2011;PLPL.PK
2016;PLPL.PK
1998;CEFC.PK
2001;CEFC.PK
2010;IB.V
2016;VTNL.PK
2008;MKRS.PK
2015;SWVI.PK
2011;DUOT.PK
2014;DUOT.PK
2009;PTBS.PK
2004;LIME.PK
2006;LIME.PK
2007;LIME.PK
2009;LIME.PK
2010;LIME.PK
2011;LIME.PK
2012;LIME.PK
2013;LIME.PK
2014;LIME.PK
2016;MOBQ.PK
2009;FCHS.PK
2013;FCHS.PK
2008;FPBF.PK
2006;GTHP.PK
2015;FLXT.PK
1998;HGBL.PK
1999;HGBL.PK
2003;HGBL.PK
2004;HGBL.PK
2007;HGBL.PK
2008;HGBL.PK
2014;HGBL.PK
2003;EYMSN.PK
2006;EYMSN.PK
2009;IORG.PK
2011;CROL.PK
2005;DPDW.PK
2004;ATEA.PK
2005;ATEA.PK
2006;ATEA.PK
2002;CLWY.PK
2003;CLWY.PK
2004;CLWY.PK
2010;CLWY.PK
2011;CLWY.PK
2012;CLWY.PK
2016;BSEM.PK
2003;TGLO.PK
2004;TGLO.PK
2005;TGLO.PK
2006;TGLO.PK
2000;CTDH.PK
2003;CTDH.PK
2015;SRYB.PK
2008;TMXN.PK
2012;AEYED.PK
2001;MVEN.PK
2015;MFBP.PK
2009;ISCO.PK
2002;TAUG.PK
2004;TAUG.PK
2007;TAUG.PK
2008;TAUG.PK
2011;TAUG.PK
2013;TAUG.PK
2011;DRNE.PK
2012;DRNE.PK
2003;UELMO.PK
2004;UELMO.PK
2000;ICTV.PK
2002;ICTV.PK
2007;ICTV.PK
2001;CFGX.PK
2005;CFGX.PK
2006;CFGX.PK
2014;CFGX.PK
2015;CFGX.PK
2016;CFGX.PK
2013;OBMP.PK
2011;AIFS.PK
2014;AIFS.PK
2013;HAWLI.PK
1998;CZBS.PK
1999;CZBS.PK
2000;CZBS.PK
2002;CZBS.PK
2003;CZBS.PK
2010;CZBS.PK
2011;CZBS.PK
2001;QMCI.PK
2000;CSTI.PK
2001;CSTI.PK
2009;CSTI.PK
2009;STSC.PK
2008;PTRC.PK
2009;PTRC.PK
2001;CPFH.PK
2002;CPFH.PK
2003;CPFH.PK
2004;CPFH.PK
2005;CPFH.PK
2007;CPFH.PK
2008;CPFH.PK
2010;CPFH.PK
2011;CPFH.PK
2016;CPFH.PK
2008;MOJO.PK
2008;PCLB.PK
2012;SPYR.PK
2016;SPYR.PK
2002;SPGZ.PK
2003;SPGZ.PK
2013;SPGZ.PK
2014;SPGZ.PK
2004;CBAI.PK
2005;CBAI.PK
2011;CBAI.PK
2013;CBAI.PK
2016;CBAI.PK
2006;FRTN.PK
2007;MXSG.PK
2009;MXSG.PK
2011;MXSG.PK
2012;MXSG.PK
2011;ATGN.PK
2013;ATGN.PK
2016;TVOG.PK
2010;WASM.PK
1999;GIGA.PK
2001;GIGA.PK
2002;GIGA.PK
2011;BEMG.PK
2012;BEMG.PK
2011;MCX.V
2008;TLRS.PK
2009;TLRS.PK
2010;TLRS.PK
2014;HWEN.PK
1998;UNIB.PK
1999;UNIB.PK
2000;UNIB.PK
2004;UNIB.PK
2012;DECN.PK
2010;FPFI.PK
2011;FPFI.PK
2013;FPFI.PK
2002;CCEL.PK
2003;CCEL.PK
2008;CCEL.PK
2009;CCEL.PK
2010;IVST.PK
2016;ORRP.PK
2013;SRCO.PK
2013;VYST.PK
2015;VYST.PK
2002;ADMT.PK
2004;ADMT.PK
2009;JANL.PK
2010;JANL.PK
2011;JANL.PK
2012;JANL.PK
2009;CANX.PK
2016;CANX.PK
2008;NNUP.PK
2011;SRNN.PK
1998;MKTY.PK
1999;MKTY.PK
2013;LFER.PK
2007;MSLP.PK
2008;MSLP.PK
2010;MSLP.PK
2012;MSLP.PK
2005;CPWR.PK
2008;CPWR.PK
2009;CPWR.PK
2016;CPWR.PK
1999;VKIN.PK
2000;VKIN.PK
2001;VKIN.PK
2002;VKIN.PK
2006;ENDO.PK
2007;ENDO.PK
2009;ENDO.PK
2010;ENDO.PK
2011;ENDO.PK
2012;ENDO.PK
2012;NOVZ.PK
2006;ENZN.PK
2007;ENZN.PK
2008;ENZN.PK
2009;ENZN.PK
2013;RSSS.PK
2015;RSSS.PK
2009;VGTL.PK
2009;ECOS.PK
2010;ECOS.PK
2014;ECOS.PK
2005;ACMTA.PK
2015;ACMTA.PK
1999;CXDO.PK
2000;CXDO.PK
2001;CXDO.PK
2002;CXDO.PK
2003;CXDO.PK
2004;CXDO.PK
2002;ADTR.PK
2003;ADTR.PK
2008;BBLS.PK
2008;FVRG.PK
2010;FVRG.PK
2010;LTMP.PK
2014;PACV.PK
2004;CETY.PK
2013;CETY.PK
2009;SXE.V
2010;SXE.V
2014;SXE.V
2009;GMGI.PK
2008;ADAC.PK
2016;ADAC.PK
2005;FLTT.PK
2006;FLTT.PK
2007;FLTT.PK
2008;FLTT.PK
2002;NJMC.PK
2008;NJMC.PK
2011;NJMC.PK
2009;ETBI.PK
2008;TSBA.PK
1998;LOGN.PK
2006;LOGN.PK
2010;SSP.V
2013;CEGX.PK
2008;AILLP.PK
2009;AILLP.PK
2008;CSHB.PK
2005;ITRO.PK
2009;ITRO.PK
2006;AMNL.PK
2007;AMNL.PK
2001;AMFC.PK
2004;QUES.PK
2009;QUES.PK
2015;QUES.PK
2009;ESBS.PK
2012;ESBS.PK
2013;ESBS.PK
2009;CLCN.PK
2012;CLCN.PK
2014;CLCN.PK
2010;TKLS.PK
2010;GTXO.PK
2000;TLSRP.PK
2001;TLSRP.PK
2004;TLSRP.PK
2007;TLSRP.PK
2008;TLSRP.PK
2016;CVAT.PK
2008;ITCC.PK
2009;ITCC.PK
2016;BFCH.PK
2007;QGR.V
2010;QGR.V
2001;WHEN.PK
2004;WHEN.PK
2006;WHEN.PK
2012;WHEN.PK
2013;WHEN.PK
2007;NANX.PK
2000;THMG.PK
2001;THMG.PK
2004;THMG.PK
2008;ALYI.PK
2009;ALYI.PK
2013;ALYI.PK
2014;ALYI.PK
2015;ALLM.PK
2006;ACCA.PK
2007;ACCA.PK
2008;ACCA.PK
2009;ACCA.PK
2010;ACCA.PK
2014;ACCA.PK
2015;ACCA.PK
2009;SENY.PK
2013;SENY.PK
2006;XSNX.PK
2007;XSNX.PK
2015;INVU.PK
2016;INVU.PK
2016;FTLF.PK
1998;NOBH.PK
2010;NOBH.PK
2014;SENR.PK
2016;SENR.PK
2016;IAUS.PK
2015;HCMC.PK
1999;MYDP.PK
2004;MYDP.PK
2005;MYDP.PK
2006;MYDP.PK
2014;GDSI.PK
2006;LWLW.PK
2010;MRZM.PK
2011;MRZM.PK
2012;MRZM.PK
1999;UAHC.PK
2000;UAHC.PK
2001;UAHC.PK
2005;UAHC.PK
2006;UAHC.PK
2010;UAHC.PK
2013;UAHC.PK
2014;UAHC.PK
2009;SFEG.PK
2011;SFEG.PK
2012;SFEG.PK
2007;PCYN.PK
2008;PCYN.PK
2000;FTDL.PK
2001;FTDL.PK
2011;FTDL.PK
2006;ETCC.PK
2007;ETCC.PK
2012;LEXG.PK
2006;TORM.PK
2007;TORM.PK
2011;BXLC.PK
2013;BXLC.PK
2016;GRMM.PK
2009;DTRC.PK
2011;DTRC.PK
2014;GWTI.PK
2007;LITH.PK
2004;TSG.V
2005;TSG.V
2010;TSG.V
2004;PIAC.PK
2005;PIAC.PK
2006;PIAC.PK
2011;PIAC.PK
2010;NXT.V
2011;NXT.V
2005;MOST.PK
2007;MOST.PK
2008;MOST.PK
2012;MOST.PK
1999;GCEH.PK
2008;GCEH.PK
2016;GCEH.PK
2001;ANDR.PK
2002;ANDR.PK
2005;ANDR.PK
2014;ANDR.PK
2001;UTGN.PK
2002;UTGN.PK
1998;VSYM.PK
1999;VSYM.PK
2010;VSYM.PK
2013;IDNG.PK
2013;CRYO.PK
2015;CRYO.PK
2011;WHSI.PK
2000;AMEN.PK
2004;AMEN.PK
2006;AMEN.PK
2010;AMEN.PK
2012;AMEN.PK
2013;CREX.PK
2016;CREX.PK
2009;RSCF.PK
2012;TFVR.PK
2015;TFVR.PK
2009;SPIN.PK
2015;TMSH.PK
2016;TMSH.PK
2005;HLFN.PK
2007;TRXD.PK
2015;TRXD.PK
2003;UWHR.PK
2005;UWHR.PK
2006;UWHR.PK
2008;UWHR.PK
2014;UWHR.PK
2015;UWHR.PK
2002;BWLK.V
2003;BWLK.V
2010;BWLK.V
1999;BRRE.PK
2002;BRRE.PK
2003;BRRE.PK
2004;BRRE.PK
2005;BRRE.PK
2007;BRRE.PK
2009;BRRE.PK
2011;BRRE.PK
2006;HOPS.PK
2014;HOPS.PK
1999;AERG.PK
2000;AERG.PK
2001;AERG.PK
2013;UNIR.PK
1999;SRMC.PK
2012;RTON.PK
2013;WCUI.PK
2015;WCUI.PK
2016;WCUI.PK
2003;ABCP.PK
2004;ABCP.PK
2007;TNRK.PK
2008;TNRK.PK
2014;SLOT.PK
2016;SLOT.PK
1998;GBCS.PK
1999;GBCS.PK
2001;GBCS.PK
2002;GBCS.PK
2008;GBCS.PK
2010;GBCS.PK
2012;GBCS.PK
2013;GBCS.PK
2015;PRRE.PK
1998;EACO.PK
2002;EACO.PK
2003;EACO.PK
2008;EACO.PK
2014;VRTA.PK
2016;VRTA.PK
2011;CMOT.PK
2013;TLK.V
2015;TLK.V
1998;STRZ.PK
2000;STRZ.PK
2009;KOSK.PK
2015;KOSK.PK
2003;BDMS.PK
2006;BDMS.PK
2007;BDMS.PK
2008;BDMS.PK
2009;BDMS.PK
2016;BDMS.PK
2007;FSNR.PK
2012;GRTD.PK
2013;GRTD.PK
2016;GRTD.PK
2015;UGE.V
2003;ALBY.PK
2016;IDVV.PK
2015;ORBT.PK
2006;TTLO.PK
2010;ACLZ.PK
2011;ACLZ.PK
2014;GMVP.PK
2015;GMVP.PK
2011;HPTO.PK
2007;SPND.PK
2010;SPND.PK
2000;CHCR.PK
2001;CHCR.PK
2002;CHCR.PK
2006;CHCR.PK
1998;ROYL.PK
1999;ROYL.PK
2012;ROYL.PK
2015;ROYL.PK
2000;UPDC.PK
2014;UPDC.PK
2006;BMNM.PK
2008;BMNM.PK
2009;BMNM.PK
2000;BKFG.PK
2002;BKFG.PK
2003;BKFG.PK
2007;BKFG.PK
2012;BKFG.PK
2004;LVWD.PK
2005;LVWD.PK
2006;LVWD.PK
2013;KUB.V
2006;KWBT.PK
2008;KWBT.PK
2014;KWBT.PK
2015;KWBT.PK
2006;CAGU.PK
2010;CAGU.PK
2015;CAGU.PK
2010;AMPG.PK
2011;AMPG.PK
2016;AMPG.PK
2013;OTTV.PK
2004;AGHC.PK
2005;AGHC.PK
2008;AGHC.PK
2009;AGHC.PK
2010;AGHC.PK
2014;AGHC.PK
2014;RGUS.PK
2015;RGUS.PK
2013;AFBG.PK
2016;AFBG.PK
1999;ASNB.PK
2000;ASNB.PK
2006;ASNB.PK
2013;ASNB.PK
1998;ACFN.PK
1999;ACFN.PK
2000;ACFN.PK
2002;ACFN.PK
2003;ACFN.PK
2004;ACFN.PK
2005;ACFN.PK
2006;ACFN.PK
2007;ACFN.PK
2008;ACFN.PK
2009;ACFN.PK
2010;ACFN.PK
2013;ACFN.PK
2015;ACFN.PK
2001;ADGO.PK
2003;ADGO.PK
2009;ADGO.PK
2006;TPLM.PK
2012;TPLM.PK
2013;TPLM.PK
2008;PTOI.PK
2009;PTOI.PK
2010;PTOI.PK
2011;PTOI.PK
2012;PTOI.PK
2014;PTOI.PK
2015;MRNA.PK
1999;INIS.PK
2000;INIS.PK
2002;INIS.PK
2014;PRHL.PK
2015;PRHL.PK
2014;COIL.PK
1999;TCOR.PK
2000;TCOR.PK
2001;TCOR.PK
2010;E2E.AX
2011;WKLN.PK
2005;ITEX.PK
2015;SDZ.V
1999;GCFB.PK
2002;CRBO.PK
2005;CRBO.PK
1998;FCRE.PK
1999;FCRE.PK
2006;FCRE.PK
2007;FCRE.PK
2009;FCRE.PK
2010;FCRE.PK
2014;FCRE.PK
2011;SFRX.PK
2012;RCHN.PK
2000;HYDI.PK
2008;HYDI.PK
2009;HYDI.PK
2014;SNBP.PK
2009;GTII.PK
2008;WIZD.PK
2016;WIZD.PK
2016;FZMD.PK
2012;AHI.V
2013;AHI.V
2016;AHI.V
2010;OVIT.PK
2012;OVIT.PK
2010;AIKO.PK
2009;DLYT.PK
2009;ABBB.PK
2012;ABBB.PK
